word	shaw	ipa	pos	var	confidence	notes
plantagenet	𐑐𐑤𐑨𐑯𐑑𐑨𐑡𐑯𐑩𐑑	planˈtadʒnət	NN1	RSSB	89	shave_says:𐑐𐑤𐑨𐑯𐑑𐑨𐑡𐑯𐑧𐑑
plantal	𐑐𐑤𐑨𐑯𐑑𐑩𐑤	ˈplæntəl	AJ0	GenAm	89	shave_says:𐑐𐑤𐑭𐑯𐑑𐑩𐑤
plantigrade	𐑐𐑤𐑨𐑯𐑑𐑩𐑜𐑮𐑱𐑛	ˈplæntəˌɡreɪd	AJ0	GenAm	89	shave_says:𐑐𐑤𐑨𐑯𐑑𐑦𐑜𐑮𐑱𐑛
plasmid	𐑐𐑤𐑨𐑟𐑥𐑩𐑛	ˈplæzmƏd	NN1	RSSB	89	shave_says:𐑐𐑤𐑨𐑟𐑩𐑥𐑦𐑛
plasmodium	𐑐𐑤𐑨𐑟𐑥𐑴𐑛𐑾𐑥	plazˈməʊdɪəm	NN1	RSSB	89	shave_says:[𐑐𐑤𐑨𐑟𐑩𐑥𐑴𐑛𐑦𐑩𐑥 / 𐑐𐑤𐑨𐑟𐑩𐑥𐑴𐑛𐑦𐑵𐑥]
plasterwork	𐑐𐑤𐑨𐑕𐑑𐑼𐑢𐑻𐑒	ˈplæstəRˌwɜːRk	NN1	GenAm	89	shave_says:[𐑐𐑤𐑭𐑕𐑑𐑼𐑢𐑻𐑒 / 𐑐𐑤𐑭𐑕𐑑𐑼𐑢𐑼𐑒]
plastically	𐑐𐑤𐑨𐑕𐑑𐑦𐑒𐑤𐑦	ˈplastɪkli	AV0	RSSB	89	shave_says:[𐑐𐑤𐑨𐑕𐑑𐑦𐑒𐑩𐑤𐑦 / 𐑐𐑤𐑨𐑕𐑑𐑦𐑒𐑷𐑤𐑦 / 𐑐𐑤𐑨𐑕𐑑𐑦𐑒𐑩𐑤𐑤𐑦]
plasticizer	𐑐𐑤𐑨𐑕𐑑𐑦𐑕𐑲𐑟𐑼	plæstɪsaɪzəR	NN1	RSSB	89	shave_says:[𐑐𐑤𐑨𐑕𐑑𐑦𐑒𐑲𐑟𐑼 / 𐑐𐑤𐑨𐑕𐑑𐑦𐑒𐑦𐑟𐑼]
platan	𐑐𐑤𐑨𐑑𐑯	ˈplatn	NN1	RSSB	89	shave_says:𐑐𐑤𐑭𐑑𐑩𐑯
plattdeutsch	𐑐𐑤𐑭𐑑𐑛𐑶𐑗	ˈplɑːtˌdɔɪtʃ	NN1	RSSB	89	shave_says:[𐑐𐑤𐑨𐑑𐑛𐑿𐑑𐑖 / 𐑐𐑤𐑨𐑑𐑛𐑿𐑑𐑕𐑗]
platy	𐑐𐑤𐑨𐑑𐑦	ˈplæti	NN1	RSSB	89	shave_says:𐑐𐑤𐑱𐑑𐑦
platysma	𐑐𐑤𐑩𐑑𐑦𐑟𐑥𐑩	pləˈtɪzmə	NN1	RSSB	89	shave_says:𐑐𐑤𐑱𐑑𐑦𐑟𐑩𐑥𐑩
plenum	𐑐𐑤𐑰𐑯𐑩𐑥	ˈpliːnəm	NN1	RSSB	89	shave_says:[𐑐𐑤𐑧𐑯𐑩𐑥 / 𐑐𐑤𐑧𐑯𐑵𐑥]
pleural	𐑐𐑤𐑫𐑮𐑩𐑤	ˈplʊrəl	AJ0	GenAm	89	shave_says:𐑐𐑤𐑫𐑼𐑩𐑤
plicate	𐑐𐑤𐑲𐑒𐑩𐑑	ˈplaɪkət	VVI	GenAm	89	shave_says:𐑐𐑤𐑦𐑒𐑱𐑑
plication	𐑐𐑤𐑦𐑒𐑱𐑖𐑯	plɪˈkeɪʃn	NN1	RSSB	89	shave_says:[𐑐𐑤𐑦𐑒𐑱𐑖𐑩𐑯 / 𐑐𐑤𐑦𐑒𐑭𐑑𐑦𐑩𐑯]
pliocene	𐑐𐑤𐑲𐑩𐑕𐑰𐑯	ˈplaɪəsiːn	NN1	RSSB	89	shave_says:𐑐𐑤𐑲𐑴𐑕𐑦𐑯
ploce	𐑐𐑤𐑪𐑕𐑦	ˈplɒsi	NN1	RSSB	89	
plumbic	𐑐𐑤𐑳𐑥𐑚𐑦𐑒	ˈplʌmbɪk	AJ0	RSSB	89	shave_says:𐑐𐑤𐑳𐑥𐑦𐑒
plutarch	𐑐𐑤𐑫𐑑𐑸𐑒	ˈplutɑːRk	NN1	GenAm	89	shave_says:[𐑐𐑤𐑵𐑑𐑸𐑒 / 𐑐𐑤𐑳𐑑𐑸𐑒 / 𐑐𐑤𐑵𐑑𐑼𐑗]
plutonic	𐑐𐑤𐑫𐑑𐑪𐑯𐑦𐑒	pluˈtɒnɪk	AJ0	GenAm	89	shave_says:[𐑐𐑤𐑵𐑑𐑪𐑯𐑦𐑒 / 𐑐𐑤𐑳𐑑𐑪𐑯𐑦𐑒 / 𐑐𐑤𐑵𐑑𐑩𐑯𐑦𐑒 / 𐑐𐑤𐑵𐑑𐑢𐑳𐑯𐑦𐑒]
po-faced	𐑐𐑴𐑓𐑱𐑕𐑑	ˈpəʊfeɪst	AJ0	RSSB	89	shave_says:𐑐𐑰𐑴-𐑓𐑱𐑕𐑑
pochard	𐑐𐑴𐑗𐑼𐑛	pəʊtʃəRd	NN1	RSSB	89	shave_says:[𐑐𐑪𐑒𐑣𐑸𐑛 / 𐑐𐑰𐑴𐑗𐑸𐑛 / 𐑐𐑰𐑴𐑗𐑼𐑛]
podocarpus	𐑐𐑴𐑛𐑩𐑒𐑸𐑐𐑩𐑕	poʊdəkɑːRpəs	NN1	RSSB	89	shave_says:[𐑐𐑴𐑛𐑴𐑒𐑸𐑐𐑩𐑕 / 𐑐𐑴𐑛𐑴𐑒𐑸𐑐𐑵𐑟]
pogge	𐑐𐑪𐑜	pɒɡ	NN1	GenAm	89	
polack	𐑐𐑴𐑤𐑨𐑒	ˈpəʊlæk	NN1	RSSB	89	shave_says:𐑐𐑴𐑤𐑭𐑒
polack	𐑐𐑴𐑤𐑪𐑒	ˈpoʊlɒk	NN1	GenAm	89	shave_says:𐑐𐑴𐑤𐑭𐑒
polenta	𐑐𐑩𐑤𐑧𐑯𐑑𐑩	pəˈlentə	NN1	RSSB	89	shave_says:[𐑐𐑴𐑤𐑧𐑯𐑑𐑩 / 𐑐𐑪𐑤𐑧𐑯𐑑𐑩 / 𐑐𐑴𐑤𐑩𐑯𐑑𐑩]
politesse	𐑐𐑪𐑤𐑩𐑑𐑧𐑕	pɒləˈtes	NN1	GenAm	89	shave_says:𐑐𐑪𐑤𐑦𐑑𐑧𐑕
politico	𐑐𐑩𐑤𐑦𐑑𐑦𐑒𐑴	pəˈlɪtɪkəʊ	NN1	RSSB	89	shave_says:𐑐𐑪𐑤𐑩𐑑𐑦𐑒𐑴
pollinosis	𐑐𐑪𐑤𐑩𐑯𐑴𐑕𐑦𐑕	ˌpɒləˈnoʊsɪs	NN1	GenAm	89	shave_says:[𐑐𐑪𐑤𐑦𐑯𐑴𐑟𐑦𐑕 / 𐑐𐑪𐑤𐑦𐑯𐑴𐑕𐑦𐑕 / 𐑐𐑪𐑤𐑤𐑲𐑯𐑴𐑕𐑦𐑕 / 𐑐𐑪𐑤𐑦𐑯𐑴𐑟𐑦𐑟 / 𐑐𐑪𐑤𐑰𐑯𐑴𐑟𐑦𐑕]
polychaete	𐑐𐑪𐑤𐑦𐑒𐑰𐑑	ˈpɒlɪkiːt	NN1	RSSB	89	shave_says:[𐑐𐑪𐑤𐑦𐑗𐑭𐑰𐑑 / 𐑐𐑪𐑤𐑦𐑗𐑩𐑰𐑑]
polychromatic	𐑐𐑪𐑤𐑦𐑒𐑮𐑩𐑥𐑨𐑑𐑦𐑒	ˌpɒlikrəˈmætɪk	AJ0	GenAm	89	shave_says:𐑐𐑪𐑤𐑦𐑒𐑮𐑴𐑥𐑨𐑑𐑦𐑒
polycythemia	𐑐𐑪𐑤𐑦𐑕𐑲𐑔𐑰𐑥𐑾	ˌpɒlɪsaɪˈθiːmɪə	NN1	RSSB	89	shave_says:[𐑐𐑪𐑤𐑦𐑕𐑲𐑔𐑰𐑥𐑦𐑩 / 𐑐𐑪𐑤𐑦𐑕𐑦𐑔𐑰𐑥𐑦𐑩 / 𐑐𐑪𐑤𐑦𐑕𐑦𐑔𐑩𐑥𐑦𐑩]
polydactyly	𐑐𐑪𐑤𐑦𐑛𐑨𐑒𐑑𐑩𐑤𐑦	ˌpɒliˈdæktəli	NN1	GenAm	89	shave_says:𐑐𐑪𐑤𐑦𐑛𐑨𐑒𐑑𐑦𐑤𐑦
polymeric	𐑐𐑪𐑤𐑦𐑥𐑧𐑮𐑦𐑒	ˌpɒliˈmerɪk	AJ0	GenAm	89	shave_says:𐑐𐑪𐑤𐑦𐑥𐑼𐑦𐑒
polymerize	𐑐𐑪𐑤𐑩𐑥𐑼𐑲𐑟	ˈpɒləməˌraɪz	VVI	GenAm	89	shave_says:𐑐𐑪𐑤𐑦𐑥𐑼𐑲𐑟
polynya	𐑐𐑩𐑤𐑦𐑯𐑘𐑩	pəˈlɪnjə	NN1	GenAm	89	shave_says:[𐑐𐑪𐑤𐑦𐑯𐑘𐑩 / 𐑐𐑪𐑤𐑦𐑯𐑦𐑩]
polyptoton	𐑐𐑪𐑤𐑩𐑐𐑑𐑴𐑑𐑪𐑯	ˌpɒləpˈtoʊtɒn	NN1	GenAm	89	shave_says:[𐑐𐑪𐑤𐑦𐑐𐑑𐑴𐑑𐑩𐑯 / 𐑐𐑪𐑤𐑦𐑐𐑑𐑪𐑑𐑩𐑯 / 𐑐𐑪𐑤𐑦𐑐𐑰𐑑𐑰𐑴𐑑𐑩𐑯]
polysemous	𐑐𐑩𐑤𐑦𐑕𐑦𐑥𐑩𐑕	pəˈlɪsɪməs	AJ0	RSSB	89	shave_says:[𐑐𐑪𐑤𐑦𐑟𐑩𐑥𐑩𐑕 / 𐑐𐑪𐑤𐑦𐑕𐑧𐑥𐑩𐑕 / 𐑐𐑪𐑤𐑦𐑟𐑩𐑥𐑴𐑩𐑕 / 𐑐𐑪𐑤𐑦𐑟𐑩𐑥𐑴𐑵𐑟]
polysemous	𐑐𐑭𐑤𐑦𐑕𐑰𐑥𐑩𐑕	ˌpɑːliˈsiːməs	AJ0	GenAm	89	shave_says:[𐑐𐑪𐑤𐑦𐑟𐑩𐑥𐑩𐑕 / 𐑐𐑪𐑤𐑦𐑕𐑧𐑥𐑩𐑕 / 𐑐𐑪𐑤𐑦𐑟𐑩𐑥𐑴𐑩𐑕 / 𐑐𐑪𐑤𐑦𐑟𐑩𐑥𐑴𐑵𐑟]
polysemy	𐑐𐑪𐑤𐑦𐑕𐑰𐑥𐑦	ˈpɒlɪsiːmi	NN1	RSSB	89	shave_says:[𐑐𐑪𐑤𐑦𐑟𐑩𐑥𐑦 / 𐑐𐑪𐑤𐑦𐑕𐑧𐑥𐑦]
polytetrafluoroethylene	𐑐𐑪𐑤𐑦𐑑𐑧𐑑𐑮𐑩𐑓𐑤𐑹𐑴𐑧𐑔𐑦𐑤𐑰𐑯	pɒlitetrəflɔːrəʊeθɪliːn	NN1	RSSB	89	shave_says:𐑐𐑪𐑤𐑦𐑑𐑧𐑑𐑮𐑩𐑓𐑤𐑫𐑼𐑴𐑧𐑔𐑩𐑤𐑰𐑯
polytetrafluoroethylene	𐑐𐑪𐑤𐑦𐑑𐑧𐑑𐑮𐑩𐑓𐑤𐑹𐑴𐑧𐑔𐑦𐑤𐑦𐑯	ˌpɒlitetrəˌflɔːRoʊˈeθɪlin	NN1	GenAm	89	shave_says:𐑐𐑪𐑤𐑦𐑑𐑧𐑑𐑮𐑩𐑓𐑤𐑫𐑼𐑴𐑧𐑔𐑩𐑤𐑰𐑯
pomeranian	𐑐𐑪𐑥𐑼𐑱𐑯𐑾𐑯	pɒməreɪniən	NN1	RSSB	89	shave_says:𐑐𐑪𐑥𐑼𐑱𐑯𐑦𐑩𐑯
pomfret	𐑐𐑪𐑥𐑓𐑮𐑦𐑑	ˈpɒmfrɪt	NN1	RSSB	89	shave_says:𐑐𐑪𐑥𐑓𐑮𐑩𐑑
pompadour	𐑐𐑪𐑥𐑐𐑩𐑛𐑫𐑼	pɒmpədʊəR	NN1	RSSB	89	shave_says:𐑐𐑪𐑥𐑐𐑩𐑛𐑹
pompadour	𐑐𐑭𐑥𐑐𐑩𐑛𐑹	ˈpɑːmpədɔːr	NN1	GenAm	89	shave_says:𐑐𐑪𐑥𐑐𐑩𐑛𐑹
pontifex	𐑐𐑪𐑯𐑑𐑩𐑓𐑧𐑒𐑕	ˈpɒntəˌfeks	NN1	GenAm	89	
pooh-bah	𐑐𐑵𐑚𐑭	ˈpuːbɑː	NN1	RSSB	89	shave_says:𐑐𐑵-𐑚𐑭
porphyria	𐑐𐑹𐑓𐑦𐑮𐑾	pɔːRfɪrɪə	NN1	RSSB	89	shave_says:𐑐𐑹𐑓𐑦𐑮𐑦𐑩
porphyrin	𐑐𐑹𐑓𐑦𐑮𐑦𐑯	pɔːRfɪrɪn	NN1	RSSB	89	shave_says:𐑐𐑹𐑓𐑲𐑼𐑦𐑯
porphyrin	𐑐𐑹𐑓𐑼𐑦𐑯	ˈpɔːRfərɪn	NN1	GenAm	89	shave_says:𐑐𐑹𐑓𐑲𐑼𐑦𐑯
positivity	𐑐𐑪𐑟𐑦𐑑𐑦𐑝𐑦𐑑𐑦	ˌpɒzɪˈtɪvɪti	NN1	RSSB	89	shave_says:𐑐𐑪𐑟𐑩𐑑𐑦𐑝𐑦𐑑𐑦
posology	𐑐𐑴𐑕𐑪𐑤𐑩𐑡𐑦	pəʊˈsɒlədʒi	NN1	RSSB	89	shave_says:[𐑐𐑴𐑟𐑪𐑤𐑩𐑡𐑦 / 𐑐𐑴𐑟𐑩𐑤𐑪𐑜𐑦]
posology	𐑐𐑩𐑟𐑪𐑤𐑩𐑡𐑦	pəˈzɒlədʒi	NN1	GenAm	89	shave_says:[𐑐𐑴𐑟𐑪𐑤𐑩𐑡𐑦 / 𐑐𐑴𐑟𐑩𐑤𐑪𐑜𐑦]
postalveolar	𐑐𐑴𐑕𐑑𐑨𐑤𐑝𐑰𐑩𐑤𐑼	ˌpoʊstælˈviːələr	NN1	GenAm	89	shave_says:[𐑐𐑴𐑕𐑑𐑨𐑤𐑝𐑦𐑴𐑤𐑼 / 𐑐𐑴𐑕𐑑𐑩𐑤𐑝𐑱𐑴𐑤𐑼]
postdoctoral	𐑐𐑴𐑕𐑛𐑪𐑒𐑑𐑮𐑤	pəʊsˈdɒktrl	AJ0	RSSB	89	shave_says:[𐑐𐑴𐑕𐑑𐑛𐑪𐑒𐑑𐑹𐑩𐑤 / 𐑐𐑴𐑕𐑑𐑛𐑪𐑒𐑑𐑼𐑩𐑤]
postfix	𐑐𐑴𐑕𐑑𐑓𐑦𐑒𐑕	ˈpoʊstfɪks	NN1	GenAm	89	
posthitis	𐑐𐑪𐑕𐑔𐑲𐑑𐑦𐑕	pɒsˈθaɪtɪs	NN1	GenAm	89	shave_says:[𐑐𐑴𐑕𐑑𐑣𐑲𐑑𐑦𐑕 / ∘𐑐𐑪𐑕𐑔𐑲𐑑𐑦𐑕 / ∘𐑐𐑪𐑕𐑔𐑦𐑑𐑦𐑕 / ∘𐑐𐑪𐑕𐑔𐑲𐑑𐑦𐑟]
postiche	𐑐𐑪𐑕𐑑𐑰𐑖	pɒˈstiːʃ	NN1	GenAm	89	
prandial	𐑐𐑮𐑨𐑯𐑛𐑾𐑤	prandɪəl	AJ0	RSSB	89	shave_says:𐑐𐑮𐑨𐑯𐑛𐑦𐑩𐑤
prang	𐑐𐑮𐑨𐑙	præŋ	NN1	RSSB	89	shave_says:⸰⁠𐑐𐑮𐑨𐑙
pratincole	𐑐𐑮𐑨𐑑𐑦𐑯𐑒𐑴𐑤	ˈprætɪnˌkəʊl	NN1	RSSB	89	shave_says:𐑐𐑮𐑱𐑑𐑦𐑯𐑒𐑴𐑩𐑤
pravastatin	𐑐𐑮𐑨𐑝𐑩𐑕𐑑𐑨𐑑𐑦𐑯	pravəstatɪn	NN1	RSSB	89	shave_says:[𐑐𐑮𐑭𐑝𐑩𐑕𐑑𐑱𐑑𐑦𐑯 / 𐑐𐑮𐑭𐑝𐑩𐑕𐑑𐑨𐑑𐑦𐑯]
pravastatin	𐑐𐑮𐑨𐑝𐑩𐑕𐑑𐑨𐑑𐑩𐑯	ˈprævəˌstætən	NN1	GenAm	89	shave_says:[𐑐𐑮𐑭𐑝𐑩𐑕𐑑𐑱𐑑𐑦𐑯 / 𐑐𐑮𐑭𐑝𐑩𐑕𐑑𐑨𐑑𐑦𐑯]
praxis	𐑐𐑮𐑨𐑒𐑕𐑦𐑕	ˈpræksɪs	NN1	RSSB	89	shave_says:⸰⁠𐑐𐑮𐑨𐑒𐑕𐑦𐑕
prazosin	𐑐𐑮𐑱𐑟𐑩𐑕𐑦𐑯	preɪzəsɪn	NN1	RSSB	89	shave_says:𐑐𐑮𐑭𐑟𐑴𐑕𐑦𐑯
pre-socratic	𐑐𐑮𐑰𐑕𐑪𐑒𐑮𐑨𐑑𐑦𐑒	ˌpriːsɒˈkrætɪk	AJ0	RSSB	89	shave_says:𐑐𐑮𐑰-𐑕𐑩𐑒𐑮𐑨𐑑𐑦𐑒
precancerous	𐑐𐑮𐑦𐑒𐑨𐑯𐑕𐑼𐑩𐑕	prikænsərəs	AJ0	RSSB	89	shave_says:𐑐𐑮𐑰𐑒𐑨𐑯𐑕𐑼𐑩𐑕
precatory	𐑐𐑮𐑧𐑒𐑩𐑑𐑼𐑦	prekətəri	AJ0	RSSB	89	shave_says:[𐑐𐑮𐑰𐑒𐑱𐑑𐑼𐑦 / 𐑐𐑮𐑰𐑒𐑨𐑑𐑼𐑦]
precatory	𐑐𐑮𐑧𐑒𐑩𐑑𐑹𐑦	ˈprekəˌtɔːRi	AJ0	GenAm	89	shave_says:[𐑐𐑮𐑰𐑒𐑱𐑑𐑼𐑦 / 𐑐𐑮𐑰𐑒𐑨𐑑𐑼𐑦]
precedential	𐑐𐑮𐑧𐑕𐑩𐑛𐑧𐑯𐑖𐑩𐑤	presədenʃəl	AJ0	RSSB	89	shave_says:𐑐𐑮𐑧𐑕𐑦𐑛𐑩𐑯𐑑𐑦𐑩𐑤
preclusive	𐑐𐑮𐑧𐑒𐑤𐑫𐑕𐑦𐑝	preˈklusɪv	AJ0	RSSB	89	shave_says:𐑐𐑮𐑦𐑒𐑤𐑵𐑕𐑦𐑝
precognitive	𐑐𐑮𐑰𐑒𐑪𐑜𐑯𐑩𐑑𐑦𐑝	priːˈkɒɡnətɪv	AJ0	GenAm	89	shave_says:𐑐𐑮𐑰𐑒𐑪𐑜𐑯𐑦𐑑𐑦𐑝
predicatively	𐑐𐑮𐑧𐑛𐑦𐑒𐑩𐑑𐑦𐑝𐑤𐑦	predɪkətɪvli	AV0	RSSB	89	shave_says:𐑐𐑮𐑦𐑛𐑦𐑒𐑩𐑑𐑦𐑝𐑤𐑦
prednisolone	𐑐𐑮𐑧𐑛𐑯𐑦𐑕𐑩𐑤𐑴𐑯	predˈnɪsəˌloʊn	NN1	GenAm	89	
prednisone	𐑐𐑮𐑧𐑛𐑯𐑦𐑕𐑴𐑯	ˈprednɪˌsoʊn	NN1	GenAm	89	shave_says:𐑐𐑮𐑧𐑛𐑯𐑦𐑟𐑴𐑯
preformation	𐑐𐑮𐑰𐑓𐑹𐑥𐑱𐑖𐑯	priːfɔːRmeɪʃn	NN1	RSSB	89	shave_says:𐑐𐑮𐑰𐑓𐑹𐑥𐑱𐑖𐑩𐑯
prehend	𐑐𐑮𐑦𐑣𐑧𐑯𐑛	prɪˈhend	VVI	RSSB	89	shave_says:[𐑐𐑮𐑰𐑣𐑧𐑯𐑛 / 𐑐𐑮𐑰𐑧𐑧𐑯𐑛 / 𐑐𐑮𐑰𐑧𐑩𐑯𐑛]
prehension	𐑐𐑮𐑦𐑣𐑧𐑯𐑖𐑩𐑯	prɪhenʃən	NN1	RSSB	89	shave_says:𐑐𐑮𐑰𐑣𐑧𐑯𐑖𐑷𐑯
prelapsarian	𐑐𐑮𐑰𐑤𐑨𐑐𐑕𐑺𐑾𐑯	priːlapseərɪən	AJ0	RSSB	89	shave_says:𐑐𐑮𐑰𐑤𐑨𐑐𐑕𐑺𐑦𐑩𐑯
premenstrual	𐑐𐑮𐑰𐑥𐑧𐑯𐑟𐑑𐑮𐑩𐑤	priːˈmenztrəl	AJ0	GenAm	89	shave_says:𐑐𐑮𐑰𐑥𐑧𐑯𐑕𐑑𐑮𐑫𐑩𐑤
prescriptivism	𐑐𐑮𐑩𐑕𐑒𐑮𐑦𐑐𐑑𐑦𐑝𐑦𐑟𐑩𐑥	prəˈskrɪptɪvɪzəm	NN1	GenAm	89	shave_says:𐑐𐑮𐑦𐑕𐑒𐑮𐑦𐑐𐑑𐑦𐑝𐑦𐑟𐑩𐑥
preterist	𐑐𐑮𐑧𐑑𐑼𐑦𐑕𐑑	pretərɪst	NN1	RSSB	89	shave_says:[𐑐𐑮𐑰𐑑𐑼𐑦𐑕𐑑 / 𐑐𐑮𐑰𐑩𐑑𐑼𐑦𐑕𐑑 / 𐑐𐑮𐑰𐑑𐑧𐑮𐑦𐑕𐑑]
prexy	𐑐𐑮𐑧𐑒𐑕𐑦	ˈpreksi	NN1	RSSB	89	shave_says:𐑐𐑮𐑰𐑧𐑒𐑕𐑦
priapic	𐑐𐑮𐑲𐑨𐑐𐑦𐑒	praɪˈæpɪk	AJ0	RSSB	89	shave_says:𐑐𐑮𐑲𐑩𐑐𐑦𐑒
priapus	𐑐𐑮𐑲𐑱𐑐𐑩𐑕	praɪeɪpəs	NN1	RSSB	89	shave_says:𐑐𐑮𐑲𐑩𐑐𐑩𐑕
pricket	𐑐𐑮𐑦𐑒𐑦𐑑	ˈprɪkɪt	NN1	RSSB	89	shave_says:𐑐𐑮𐑦𐑒𐑩𐑑
prideful	𐑐𐑮𐑲𐑛𐑓𐑩𐑤	praɪdfəl	AJ0	RSSB	89	shave_says:𐑐𐑮𐑲𐑛𐑓𐑫𐑤
primaquine	𐑐𐑮𐑦𐑥𐑩𐑒𐑢𐑦𐑯	prɪməkwɪn	NN1	RSSB	89	shave_says:𐑐𐑮𐑰𐑥𐑩𐑒𐑢𐑰𐑯
primidone	𐑐𐑮𐑦𐑥𐑩𐑛𐑴𐑯	prɪmədəʊn	NN1	RSSB	89	shave_says:𐑐𐑮𐑲𐑥𐑦𐑛𐑢𐑳𐑯
primidone	𐑐𐑮𐑲𐑥𐑩𐑛𐑴𐑯	ˈpraɪməˌdoʊn	NN1	GenAm	89	shave_says:𐑐𐑮𐑲𐑥𐑦𐑛𐑢𐑳𐑯
primigravida	𐑐𐑮𐑲𐑥𐑦𐑜𐑮𐑨𐑝𐑦𐑛𐑩	praɪmɪɡrævɪdə	NN1	RSSB	89	shave_says:𐑐𐑮𐑲𐑥𐑦𐑜𐑮𐑱𐑝𐑦𐑛𐑩
primigravida	𐑐𐑮𐑲𐑥𐑩𐑜𐑮𐑨𐑝𐑦𐑛𐑩	ˌpraɪməˈɡrævɪdə	NN1	GenAm	89	shave_says:𐑐𐑮𐑲𐑥𐑦𐑜𐑮𐑱𐑝𐑦𐑛𐑩
primipara	𐑐𐑮𐑲𐑥𐑦𐑐𐑼𐑩	praɪˈmɪpərə	NN1	GenAm	89	shave_says:𐑐𐑮𐑲𐑥𐑲𐑐𐑼𐑩
prissy	𐑐𐑮𐑦𐑕𐑦	ˈprɪsi	AJ0	RSSB	89	shave_says:⸰⁠𐑐𐑮𐑦𐑕𐑦
probenecid	𐑐𐑮𐑴𐑚𐑧𐑯𐑦𐑕𐑩𐑛	prəʊˈbenɪsƏd	NN1	RSSB	89	shave_says:𐑐𐑮𐑴𐑚𐑧𐑯𐑩𐑕𐑦𐑛
probenecid	𐑐𐑮𐑴𐑚𐑧𐑯𐑩𐑕𐑩𐑛	proʊˈbenəsƏd	NN1	GenAm	89	shave_says:𐑐𐑮𐑴𐑚𐑧𐑯𐑩𐑕𐑦𐑛
progesterone	𐑐𐑮𐑩𐑡𐑧𐑕𐑑𐑼𐑴𐑯	prədʒestərəʊn	NN1	RSSB	89	shave_says:𐑐𐑮𐑴𐑡𐑧𐑕𐑑𐑼𐑴𐑯
proinflammatory	𐑐𐑮𐑴𐑦𐑯𐑓𐑤𐑨𐑥𐑩𐑑𐑮𐑦	prəʊɪnflæmətri	AJ0	RSSB	89	shave_says:𐑐𐑮𐑴𐑦𐑯𐑓𐑤𐑨𐑥𐑩𐑑𐑼𐑦
proinflammatory	𐑐𐑮𐑴𐑦𐑯𐑓𐑤𐑨𐑥𐑩𐑑𐑹𐑦	ˌproʊɪnˈflæməˌtɔːRi	AJ0	GenAm	89	shave_says:𐑐𐑮𐑴𐑦𐑯𐑓𐑤𐑨𐑥𐑩𐑑𐑼𐑦
prolegomenon	𐑐𐑮𐑴𐑤𐑦𐑜𐑪𐑥𐑦𐑯𐑪𐑯	ˌprəʊlɪˈɡɒmɪnɒn	NN1	RSSB	89	shave_says:[𐑐𐑮𐑴𐑤𐑜𐑴𐑥𐑧𐑯𐑩𐑯 / 𐑐𐑮𐑴𐑤𐑧𐑜𐑴𐑥𐑧𐑯𐑩𐑯]
prolegomenon	𐑐𐑮𐑴𐑤𐑦𐑜𐑪𐑥𐑩𐑯𐑪𐑯	ˌproʊlɪˈɡɒmənɒn	NN1	GenAm	89	shave_says:[𐑐𐑮𐑴𐑤𐑜𐑴𐑥𐑧𐑯𐑩𐑯 / 𐑐𐑮𐑴𐑤𐑧𐑜𐑴𐑥𐑧𐑯𐑩𐑯]
proletarianism	𐑐𐑮𐑴𐑤𐑦𐑑𐑧𐑮𐑦𐑩𐑯𐑦𐑟𐑩𐑥	ˌproʊlɪˈteri+ənɪzəm	NN1	GenAm	89	shave_says:𐑐𐑮𐑴𐑤𐑦𐑑𐑺𐑾𐑯𐑦𐑟𐑩𐑥
promethazine	𐑐𐑮𐑩𐑥𐑧𐑔𐑩𐑟𐑰𐑯	prəmeθəziːn	NN1	RSSB	89	shave_says:[𐑐𐑮𐑴𐑥𐑰𐑔𐑱𐑟𐑰𐑯 / 𐑐𐑮𐑴𐑥𐑰𐑔𐑩𐑟𐑰𐑯 / 𐑐𐑮𐑴𐑥𐑧𐑔𐑱𐑟𐑰𐑯]
promethazine	𐑐𐑮𐑴𐑥𐑧𐑔𐑩𐑟𐑰𐑯	proʊˈmeθəˌziːn	NN1	GenAm	89	shave_says:[𐑐𐑮𐑴𐑥𐑰𐑔𐑱𐑟𐑰𐑯 / 𐑐𐑮𐑴𐑥𐑰𐑔𐑩𐑟𐑰𐑯 / 𐑐𐑮𐑴𐑥𐑧𐑔𐑱𐑟𐑰𐑯]
propaedeutic	𐑐𐑮𐑴𐑐𐑰𐑛𐑿𐑑𐑦𐑒	ˌproʊpiːˈdjuːtɪk	AJ0	RSSB	89	shave_says:𐑐𐑮𐑴𐑐𐑰𐑛𐑳𐑑𐑦𐑒
proparoxytone	𐑐𐑮𐑴𐑐𐑼𐑪𐑒𐑕𐑦𐑑𐑴𐑯	proʊpəˈrɒksɪtoʊn	NN1	GenAm	89	shave_says:[𐑐𐑮𐑪𐑐𐑼𐑪𐑒𐑕𐑦𐑑𐑴𐑯 / 𐑐𐑮𐑴𐑐𐑺𐑪𐑒𐑕𐑦𐑑𐑴𐑯 / 𐑐𐑮𐑪𐑐𐑼𐑪𐑒𐑕𐑦𐑑𐑢𐑳𐑯]
propitiative	𐑐𐑮𐑩𐑐𐑦𐑖𐑩𐑑𐑦𐑝	prəpɪʃətɪv	AJ0	RSSB	89	shave_says:𐑐𐑮𐑩𐑐𐑦𐑖𐑦𐑱𐑑𐑦𐑝
