word	shaw	ipa	pos	var	confidence	notes
crouton	𐑒𐑮𐑵𐑑𐑭𐑯	ˈkruːtɑːn	NN1	GenAm	89	shave_says:𐑒𐑮𐑵𐑑𐑪𐑯
cruciferous	𐑒𐑮𐑫𐑕𐑦𐑓𐑼𐑩𐑕	krusɪfərəs	AJ0	RSSB	89	
crustose	𐑒𐑮𐑫𐑕𐑑𐑴𐑕	ˈkrʊstoʊs	AJ0	GenAm	89	shave_says:𐑒𐑮𐑳𐑕𐑑𐑴𐑕
cryptophyte	𐑒𐑮𐑦𐑐𐑑𐑩𐑓𐑲𐑑	ˈkrɪptəˌfaɪt	NN1	GenAm	89	shave_says:𐑒𐑮𐑦𐑐𐑑𐑴𐑓𐑲𐑑
csardas	𐑗𐑸𐑛𐑨𐑖	tʃɑːRdæʃ	NN1	RSSB	89	
csardas	𐑗𐑸𐑛𐑪𐑖	ˈtʃɑːRdɒʃ	NN1	GenAm	89	
ctenophore	𐑑𐑰𐑯𐑩𐑓𐑹	tiːnəfɔːR	NN1	RSSB	89	shave_says:[𐑑𐑧𐑯𐑩𐑓𐑹 / 𐑑𐑧𐑯𐑴𐑓𐑹]
cubeb	𐑒𐑿𐑚𐑧𐑚	ˈkjuːbeb	NN1	RSSB	89	shave_says:𐑒𐑿𐑚𐑚
cucurbit	𐑒𐑿𐑒𐑻𐑚𐑦𐑑	kjuːkɜːRbɪt	NN1	RSSB	89	
cucurbitaceous	𐑒𐑿𐑒𐑻𐑚𐑦𐑑𐑱𐑖𐑩𐑕	kjuːkɜːRbɪteɪʃəs	AJ0	RSSB	89	
cuisse	𐑒𐑢𐑦𐑕	kwɪs	NN1	RSSB	89	shave_says:𐑒𐑿𐑰𐑕
culex	𐑒𐑿𐑤𐑧𐑒𐑕	ˈkjuːleks	NN1	RSSB	89	
cumin	𐑒𐑿𐑥𐑦𐑯	ˈkjuːmɪn	NN1	RSSB	89	shave_says:𐑒𐑳𐑥𐑦𐑯
cumin	𐑒𐑫𐑥𐑦𐑯	ˈkumɪn	NN1	GenAm	89	shave_says:𐑒𐑳𐑥𐑦𐑯
cumulation	𐑒𐑿𐑥𐑘𐑩𐑤𐑱𐑖𐑩𐑯	ˌkjuːmjəˈleɪʃən	NN1	RSSB	89	shave_says:[𐑒𐑿𐑥𐑿𐑤𐑱𐑖𐑩𐑯 / 𐑒𐑳𐑥𐑵𐑤𐑱𐑖𐑩𐑯 / 𐑒𐑿𐑥𐑵𐑤𐑱𐑖𐑩𐑯 / 𐑒𐑿𐑥𐑿𐑤𐑭𐑑𐑦𐑩𐑯 / 𐑒𐑿𐑥𐑿𐑤𐑩𐑑𐑦𐑩𐑯]
cumulonimbus	𐑒𐑿𐑥𐑩𐑤𐑴𐑯𐑦𐑥𐑚𐑩𐑕	ˌkjuːmələʊˈnɪmbəs	NN1	RSSB	89	shave_says:[𐑒𐑿𐑥𐑿𐑤𐑩𐑯𐑦𐑥𐑚𐑳𐑕 / 𐑒𐑳𐑥𐑵𐑤𐑩𐑯𐑦𐑥𐑚𐑳𐑕 / 𐑒𐑿𐑥𐑿𐑤𐑩𐑯𐑦𐑥𐑚𐑩𐑕]
cupbearer	𐑒𐑳𐑐𐑚𐑧𐑮𐑼	ˈkʌpˌberəR	NN1	GenAm	89	shave_says:𐑒𐑳𐑐𐑚𐑺𐑼
cupel	𐑒𐑿𐑐𐑩𐑤	ˈkjuːpəl	NN1	RSSB	89	shave_says:[𐑒𐑳𐑐𐑩𐑤 / 𐑒𐑵𐑐𐑧𐑩𐑤]
cupulate	𐑒𐑩𐑐𐑘𐑫𐑤𐑩𐑑	ˈkəpjulət	AJ0	RSSB	89	shave_says:[𐑒𐑳𐑐𐑿𐑤𐑱𐑑 / 𐑒𐑳𐑐𐑵𐑤𐑱𐑑]
curare	𐑒𐑘𐑼𐑸𐑦	kjəˈrɑːRi	NN1	GenAm	89	shave_says:𐑒𐑿𐑮𐑸𐑦
curettage	𐑒𐑘𐑫𐑼𐑦𐑑𐑭𐑠	kjʊərɪtɑːʒ	NN1	RSSB	89	shave_says:[𐑒𐑘𐑫𐑼𐑩𐑑𐑦𐑡 / 𐑒𐑘𐑫𐑼𐑧𐑑𐑦𐑡]
curia	𐑒𐑿𐑮𐑦𐑩	kjuːri+ə	NN1	RSSB	89	shave_says:𐑒𐑘𐑫𐑼𐑦𐑩
curiosa	𐑒𐑘𐑫𐑼𐑾𐑫𐑕𐑩	kjʊərɪəʊsə	NN1	RSSB	89	shave_says:𐑒𐑘𐑫𐑼𐑦𐑴𐑟𐑩
curiosa	𐑒𐑘𐑼𐑦𐑴𐑕𐑩	ˌkjəriˈoʊsə	NN1	GenAm	89	shave_says:𐑒𐑘𐑫𐑼𐑦𐑴𐑟𐑩
curiousness	𐑒𐑘𐑫𐑼𐑦𐑩𐑕𐑯𐑩𐑕	kjʊəri+əsnəs	NN1	RSSB	89	shave_says:𐑒𐑘𐑫𐑼𐑾𐑕𐑯𐑩𐑕
currier	𐑒𐑳𐑮𐑽	kʌrɪəR	NN1	RSSB	89	shave_says:𐑒𐑳𐑮𐑦𐑼
curvet	𐑒𐑼𐑝𐑧𐑑	kəRˈvet	NN1	GenAm	89	shave_says:[𐑒𐑻𐑝𐑩𐑑 / 𐑒𐑻𐑝𐑧𐑑]
cuscus	𐑒𐑳𐑕𐑒𐑩𐑕	ˈkʌskəs	NN1	RSSB	89	shave_says:𐑒𐑳𐑕𐑒𐑳𐑕
cushat	𐑒𐑳𐑖𐑩𐑑	ˈkʌʃət	NN1	RSSB	89	shave_says:𐑒𐑫𐑖𐑨𐑑
cuspid	𐑒𐑳𐑕𐑐𐑩𐑛	ˈkʌspƏd	NN1	RSSB	89	shave_says:𐑒𐑳𐑕𐑐𐑦𐑛
cutaneous	𐑒𐑿𐑑𐑱𐑯𐑾𐑕	kjuːˈteɪniəs	AJ0	RSSB	89	shave_says:[𐑒𐑿𐑑𐑱𐑯𐑦𐑩𐑕 / 𐑒𐑳𐑑𐑱𐑯𐑦𐑩𐑕 / 𐑒𐑳𐑑𐑩𐑯𐑦𐑩𐑕 / 𐑒𐑿𐑑𐑩𐑯𐑦𐑩𐑕 / 𐑒𐑿𐑑𐑩𐑯𐑱𐑴𐑩𐑕]
cutis	𐑒𐑘𐑫𐑑𐑩𐑕	kjutəs	NN1	RSSB	89	shave_says:[𐑒𐑿𐑑𐑦𐑕 / 𐑒𐑳𐑑𐑦𐑕 / 𐑒𐑳𐑑𐑦𐑟 / 𐑒𐑿𐑑𐑦𐑟]
cwm	𐑒𐑫𐑥	kʊm	NN1	RSSB	89	shave_says:𐑒𐑵𐑥
cyanogen	𐑕𐑨𐑘𐑨𐑯𐑩𐑡𐑦𐑯	sajˈænədʒɪn	NN1	RSSB	89	shave_says:[𐑕𐑲𐑨𐑯𐑴𐑡𐑧𐑯𐑼𐑩𐑤 / 𐑕𐑲𐑨𐑯𐑩𐑡𐑩𐑯 / 𐑕𐑲𐑨𐑯𐑴𐑡𐑩𐑯]
cyanosis	𐑕𐑲𐑩𐑯𐑴𐑕𐑦𐑕	ˌsaɪəˈnoʊsɪs	NN1	RSSB	89	shave_says:[𐑕𐑲𐑨𐑯𐑴𐑕𐑦𐑕 / 𐑕𐑲𐑨𐑯𐑴𐑟𐑦𐑕 / 𐑕𐑲𐑨𐑯𐑴𐑕𐑦𐑟]
cycad	𐑕𐑲𐑒𐑩𐑛	ˈsaɪkəd	NN1	RSSB	89	shave_says:𐑕𐑲𐑒𐑨𐑛
cycloid	𐑕𐑲𐑒𐑤𐑶𐑛	ˈsaɪklɔɪd	AJ0	RSSB	89	shave_says:𐑕𐑲𐑒𐑤𐑴𐑦𐑛
cycloserine	𐑕𐑲𐑒𐑤𐑴𐑕𐑦𐑮𐑰𐑯	ˌsaɪkloʊˈsɪrˌiːn	NN1	GenAm	89	shave_says:[𐑕𐑲𐑒𐑤𐑴𐑕𐑽𐑰𐑯 / 𐑕𐑲𐑒𐑩𐑤𐑴𐑕𐑼𐑰𐑯]
cylix	𐑕𐑲𐑤𐑦𐑒𐑕	saɪlɪks	NN1	RSSB	89	
cyma	𐑕𐑲𐑥𐑩	ˈsaɪmə	NN1	RSSB	89	shave_says:𐑕𐑰𐑥𐑩
cyme	𐑕𐑲𐑥	saɪm	NN1	RSSB	89	
cymric	𐑒𐑦𐑥𐑮𐑦𐑒	ˈkɪmrɪk	NN1	RSSB	89	
cynophobia	𐑕𐑲𐑯𐑩𐑓𐑴𐑚𐑦𐑩	ˌsaɪnəˈfoʊbi+ə	NN1	GenAm	89	shave_says:[𐑕𐑲𐑯𐑴𐑓𐑴𐑚𐑾 / 𐑕𐑦𐑯𐑴𐑓𐑴𐑚𐑦𐑩]
cyproheptadine	𐑕𐑲𐑐𐑮𐑩𐑣𐑧𐑐𐑑𐑩𐑛𐑰𐑯	saɪprəheptədiːn	NN1	RSSB	89	shave_says:[𐑕𐑲𐑐𐑮𐑴𐑧𐑐𐑑𐑱𐑛𐑰𐑯 / 𐑕𐑲𐑐𐑮𐑴𐑧𐑐𐑑𐑨𐑛𐑰𐑯]
cytochrome	𐑕𐑲𐑑𐑩𐑒𐑮𐑴𐑥	saɪtəkrəʊm	NN1	RSSB	89	shave_says:𐑕𐑲𐑑𐑴𐑒𐑮𐑴𐑥
cytologist	𐑕𐑲𐑑𐑭𐑤𐑩𐑡𐑦𐑕𐑑	saɪˈtɑːlədʒɪst	NN1	GenAm	89	shave_says:[𐑕𐑲𐑑𐑴𐑤𐑩𐑡𐑦𐑕𐑑 / 𐑕𐑲𐑑𐑪𐑤𐑩𐑡𐑦𐑕𐑑 / 𐑕𐑲𐑑𐑩𐑤𐑪𐑜𐑦𐑕𐑑]
cytoplasmic	𐑕𐑲𐑑𐑩𐑐𐑤𐑨𐑟𐑥𐑦𐑒	saɪtəˈplazmɪk	AJ0	RSSB	89	shave_says:[𐑕𐑲𐑑𐑴𐑐𐑤𐑨𐑟𐑩𐑥𐑦𐑒 / 𐑕𐑲𐑑𐑪𐑐𐑤𐑨𐑟𐑩𐑥𐑦𐑒]
dacitic	𐑛𐑩𐑕𐑦𐑑𐑦𐑒	dəˈsɪtɪk	AJ0	RSSB	89	shave_says:[𐑛𐑱𐑕𐑦𐑑𐑦𐑒 / 𐑛𐑨𐑒𐑦𐑑𐑦𐑒 / 𐑛𐑱𐑕𐑲𐑑𐑦𐑒]
dada	𐑛𐑭𐑛𐑭	ˈdɑːdɑː	NN1	RSSB	89	shave_says:𐑛𐑭𐑛𐑩
dadaism	𐑛𐑭𐑛𐑭𐑦𐑟𐑩𐑥	ˈdɑːdɑːɪzəm	NN1	RSSB	89	shave_says:𐑛𐑭𐑛𐑩𐑦𐑟𐑩𐑥
daftness	𐑛𐑨𐑓𐑑𐑯𐑩𐑕	ˈdæftnəs	NN1	GenAm	89	shave_says:𐑛𐑭𐑓𐑑𐑯𐑩𐑕
daikon	𐑛𐑲𐑒𐑪𐑯	ˈdaɪkɒn	NN1	RSSB	89	shave_says:𐑛𐑭𐑦𐑒𐑩𐑯
daimon	𐑛𐑲𐑥𐑴𐑯	ˈdaɪˌmoʊn	NN1	GenAm	89	shave_says:𐑛𐑭𐑦𐑥𐑩𐑯
dak	𐑛𐑭𐑒	dɑːk	NN1	RSSB	89	shave_says:𐑛𐑨𐑒
dal	𐑛𐑭𐑤	dɑːl	NN1	RSSB	89	shave_says:𐑛𐑨𐑤
dalasi	𐑛𐑩𐑤𐑭𐑕𐑦	dəˈlɑːsi	NN1	RSSB	89	shave_says:[𐑛𐑱𐑤𐑱𐑕𐑦 / 𐑛𐑱𐑤𐑩𐑟𐑦]
daltonism	𐑛𐑷𐑤𐑑𐑩𐑯𐑦𐑟𐑩𐑥	ˈdɔːltənɪzəm	NN1	RSSB	89	shave_says:[𐑛𐑪𐑤𐑑𐑩𐑯𐑦𐑟𐑩𐑥 / 𐑛𐑨𐑤𐑑𐑴𐑯𐑦𐑟𐑩𐑥]
dantesque	𐑛𐑨𐑯𐑑𐑦𐑧𐑕𐑒	ˌdæntɪˈesk	AJ0	RSSB	89	shave_says:[𐑛𐑭𐑯𐑑𐑱𐑧𐑕𐑒 / 𐑛𐑨𐑯𐑑𐑧𐑕𐑒]
daphnia	𐑛𐑨𐑓𐑯𐑾	ˈdæfnɪə	NN1	RSSB	89	shave_says:𐑛𐑨𐑓𐑯𐑦𐑩
dapsone	𐑛𐑨𐑐𐑕𐑴𐑯	ˈdæpˌsoʊn	NN1	GenAm	89	shave_says:𐑛𐑨𐑐𐑕𐑢𐑳𐑯
das	𐑛𐑨𐑕	dæs	NN1	RSSB	89	shave_says:𐑛𐑭𐑕
dasheen	𐑛𐑨𐑖𐑦𐑯	dæˈʃin	NN1	RSSB	89	shave_says:𐑛𐑨𐑖𐑰𐑯
daydreamer	𐑛𐑱𐑛𐑮𐑦𐑥𐑼	ˈdeɪdriməR	NN1	GenAm	89	shave_says:𐑛𐑱𐑛𐑮𐑰𐑥𐑼
dd	𐑛𐑰𐑛𐑰	ˌdiːˈdiː	NN1	RSSB	89	
de-emphasize	𐑛𐑰𐑧𐑥𐑓𐑩𐑕𐑲𐑟	diːˈemfəsaɪz	VVI	RSSB	89	shave_says:𐑛𐑧-𐑧𐑥𐑓𐑩𐑕𐑲𐑟
deaccession	𐑛𐑰𐑨𐑒𐑕𐑧𐑖𐑩𐑯	ˌdiːækˈseʃən	VVI	RSSB	89	shave_says:𐑛𐑰𐑩𐑒𐑕𐑧𐑖𐑩𐑯
deadliness	𐑛𐑧𐑛𐑤𐑦𐑯𐑩𐑕	ˈdedlɪnəs	NN1	RSSB	89	shave_says:𐑛𐑧𐑛𐑤𐑲𐑯𐑩𐑕
dealignment	𐑛𐑰𐑘𐑩𐑤𐑲𐑯𐑥𐑩𐑯𐑑	ˌdiːjəˈlaɪnmənt	NN1	RSSB	89	shave_says:𐑛𐑰𐑩𐑤𐑲𐑯𐑥𐑩𐑯𐑑
deaminate	𐑛𐑰𐑨𐑥𐑦𐑯𐑱𐑑	diːˈæmɪneɪt	VVI	RSSB	89	shave_says:[𐑛𐑩𐑩𐑥𐑰𐑯𐑱𐑑 / 𐑛𐑰𐑩𐑥𐑰𐑯𐑱𐑑 / 𐑛𐑰𐑥𐑦𐑯𐑱𐑑]
deamination	𐑛𐑰𐑨𐑥𐑦𐑯𐑱𐑖𐑩𐑯	diːæmɪˈneɪʃən	NN1	RSSB	89	shave_says:[𐑛𐑩𐑩𐑥𐑰𐑯𐑱𐑖𐑩𐑯 / 𐑛𐑰𐑩𐑥𐑰𐑯𐑱𐑖𐑩𐑯 / 𐑛𐑰𐑥𐑦𐑯𐑱𐑖𐑩𐑯 / 𐑛𐑩𐑩𐑥𐑰𐑯𐑭𐑑𐑦𐑩𐑯 / 𐑛𐑩𐑩𐑥𐑰𐑯𐑩𐑑𐑦𐑩𐑯]
debarment	𐑛𐑦𐑚𐑸𐑥𐑩𐑯𐑑	dɪbɑːRmənt	NN1	RSSB	89	shave_says:[𐑛𐑰𐑚𐑸𐑥𐑩𐑯𐑑 / 𐑛𐑰𐑚𐑸𐑥𐑧𐑯𐑑]
debile	𐑛𐑧𐑚𐑾𐑤	deˈbɪəl	AJ0	RSSB	89	shave_says:[𐑛𐑰𐑚𐑲𐑤 / 𐑛𐑧𐑚𐑲𐑤 / 𐑛𐑧𐑚𐑦𐑩𐑤]
debilitation	𐑛𐑦𐑚𐑦𐑤𐑦𐑑𐑱𐑖𐑩𐑯	dɪbɪlɪˈteɪʃən	NN1	RSSB	89	shave_says:𐑛𐑦𐑚𐑦𐑤𐑦𐑑𐑱𐑑𐑦𐑩𐑯
debridement	𐑛𐑱𐑚𐑮𐑰𐑛𐑥𐑭	deɪbriːdmɑː	NN1	RSSB	89	shave_says:[𐑛𐑦𐑚𐑮𐑰𐑛𐑥𐑩𐑯𐑑 / 𐑛𐑦𐑚𐑮𐑰𐑛𐑥𐑧𐑯𐑑 / 𐑛𐑰𐑚𐑮𐑲𐑛𐑥𐑩𐑯𐑑]
decaffeinate	𐑛𐑰𐑒𐑨𐑓𐑰𐑯𐑱𐑑	diːˈkæfiːneɪt	VVI	RSSB	89	shave_says:𐑛𐑰𐑒𐑨𐑓𐑦𐑯𐑱𐑑
decagon	𐑛𐑧𐑒𐑩𐑜𐑩𐑯	ˈdekəɡən	NN1	RSSB	89	shave_says:[𐑛𐑧𐑒𐑩𐑜𐑪𐑯 / 𐑛𐑧𐑒𐑨𐑜𐑩𐑯]
decalitre	𐑛𐑧𐑒𐑩𐑤𐑦𐑑𐑼	dekəlɪtəR	NN1	RSSB	89	shave_says:𐑛𐑧𐑒𐑩𐑤𐑰𐑑𐑼
decarboxylase	𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑦𐑤𐑱𐑟	diːkɑːRbɒksɪleɪz	NN1	RSSB	89	shave_says:𐑛𐑰𐑒𐑸𐑚𐑴𐑟𐑲𐑤𐑱𐑕
decarboxylate	𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑦𐑤𐑱𐑑	diːkɑːRbɒksɪleɪt	VVI	RSSB	89	shave_says:𐑛𐑰𐑒𐑸𐑚𐑴𐑟𐑲𐑤𐑱𐑑
decarboxylation	𐑛𐑰𐑒𐑸𐑚𐑪𐑒𐑕𐑦𐑤𐑱𐑖𐑩𐑯	diːkɑːRbɒksɪleɪʃən	NN1	RSSB	89	shave_says:𐑛𐑰𐑒𐑸𐑚𐑴𐑟𐑲𐑤𐑱𐑖𐑩𐑯
decathlon	𐑛𐑰𐑒𐑨𐑔𐑤𐑪𐑯	diːˈkæθlɒn	NN1	RSSB	89	shave_says:𐑛𐑦𐑒𐑨𐑔𐑤𐑪𐑯
decennium	𐑛𐑦𐑕𐑧𐑯𐑾𐑥	dɪˈsenɪəm	NN1	RSSB	89	shave_says:[𐑛𐑧𐑕𐑧𐑯𐑦𐑩𐑥 / 𐑛𐑧𐑕𐑧𐑯𐑦𐑵𐑥]
decerebrate	𐑛𐑦𐑕𐑧𐑮𐑩𐑚𐑮𐑩𐑑	dɪserəbrət	VVI	RSSB	89	shave_says:𐑛𐑰𐑕𐑧𐑮𐑦𐑚𐑮𐑱𐑑
decidua	𐑛𐑦𐑕𐑦𐑡𐑫𐑩	dɪˈsɪdʒʊə	NN1	RSSB	89	shave_says:𐑛𐑦𐑕𐑦𐑛𐑿𐑩
decile	𐑛𐑧𐑕𐑩𐑤	ˈdesəl	NN1	GenAm	89	shave_says:𐑛𐑧𐑕𐑲𐑤
declaratory	𐑛𐑧𐑒𐑤𐑨𐑮𐑩𐑑𐑮𐑦	deklærətri	AJ0	RSSB	89	shave_says:[𐑛𐑦𐑒𐑤𐑺𐑩𐑑𐑼𐑦 / 𐑛𐑧𐑒𐑤𐑼𐑩𐑑𐑼𐑦 / 𐑛𐑰𐑒𐑤𐑺𐑩𐑑𐑼𐑦 / 𐑛𐑦𐑒𐑤𐑺𐑱𐑑𐑼𐑦]
declinometer	𐑛𐑧𐑒𐑤𐑦𐑯𐑪𐑥𐑩𐑑𐑼	deklɪnɒmətəR	NN1	RSSB	89	shave_says:[𐑛𐑦𐑒𐑤𐑲𐑯𐑪𐑥𐑦𐑑𐑼 / 𐑛𐑧𐑒𐑤𐑦𐑯𐑪𐑥𐑦𐑑𐑼 / 𐑛𐑦𐑒𐑤𐑲𐑯𐑴𐑥𐑰𐑑𐑼 / 𐑛𐑰𐑒𐑤𐑲𐑯𐑪𐑥𐑦𐑑𐑼 / 𐑛𐑦𐑒𐑤𐑲𐑯𐑩𐑥𐑩𐑑𐑼]
declivitous	𐑛𐑦𐑒𐑤𐑦𐑝𐑦𐑑𐑩𐑕	dɪˈklɪvɪtəs	AJ0	RSSB	89	shave_says:[𐑛𐑰𐑒𐑤𐑲𐑝𐑲𐑑𐑩𐑕 / 𐑛𐑧𐑒𐑤𐑦𐑝𐑲𐑑𐑩𐑕 / 𐑛𐑧𐑒𐑤𐑦𐑝𐑦𐑑𐑩𐑕 / 𐑛𐑧𐑒𐑤𐑦𐑝𐑰𐑑𐑴𐑩𐑕 / 𐑛𐑧𐑒𐑤𐑦𐑝𐑰𐑑𐑴𐑵𐑟]
decoct	𐑛𐑩𐑒𐑪𐑒𐑑	dəˈkɒkt	VVI	GenAm	89	shave_says:𐑛𐑦𐑒𐑪𐑒𐑑
decoction	𐑛𐑦𐑒𐑪𐑒𐑖𐑩𐑯	dɪˈkɒkʃən	NN1	RSSB	89	shave_says:𐑛𐑦𐑒𐑪𐑒𐑑𐑦𐑩𐑯
decollate	𐑛𐑦𐑒𐑪𐑤𐑱𐑑	dɪˈkɒleɪt	VVI	RSSB	89	shave_says:𐑛𐑰𐑒𐑩𐑤𐑱𐑑
decompound	𐑛𐑦𐑒𐑪𐑥𐑐𐑬𐑯𐑛	dɪˈkɒmpaʊnd	AJ0	RSSB	89	shave_says:𐑛𐑰𐑒𐑪𐑥𐑐𐑬𐑯𐑛
deconsecrate	𐑛𐑰𐑒𐑪𐑯𐑕𐑩𐑒𐑮𐑱𐑑	diːkɒnsəkreɪt	VVI	RSSB	89	shave_says:𐑛𐑰𐑒𐑪𐑯𐑕𐑦𐑒𐑮𐑱𐑑
decoratively	𐑛𐑻𐑒𐑮𐑩𐑑𐑦𐑝𐑤𐑦	dɜːRkrətɪvli	AV0	RSSB	89	shave_says:𐑛𐑧𐑒𐑼𐑩𐑑𐑦𐑝𐑤𐑦
decorativeness	𐑛𐑻𐑒𐑮𐑩𐑑𐑦𐑝𐑯𐑩𐑕	dɜːRkrətɪvnəs	NN1	RSSB	89	shave_says:𐑛𐑧𐑒𐑼𐑩𐑑𐑦𐑝𐑯𐑩𐑕
decorousness	𐑛𐑧𐑒𐑮𐑩𐑕𐑯𐑩𐑕	dekrəsnəs	NN1	RSSB	89	shave_says:[𐑛𐑧𐑒𐑼𐑩𐑕𐑯𐑩𐑕 / 𐑛𐑰𐑒𐑹𐑩𐑕𐑯𐑩𐑕]
decoupage	𐑛𐑱𐑒𐑵𐑐𐑭𐑠	ˌdeɪkuːˈpɑːʒ	NN1	RSSB	89	shave_says:[𐑛𐑰𐑒𐑵𐑐𐑱𐑦𐑡 / 𐑛𐑧𐑒𐑴𐑳𐑐𐑦𐑡]
decrement	𐑛𐑧𐑒𐑮𐑩𐑥𐑩𐑯𐑑	dekrəmənt	NN1	RSSB	89	shave_says:𐑛𐑧𐑒𐑮𐑩𐑥𐑧𐑯𐑑
decrementation	𐑛𐑧𐑒𐑮𐑩𐑥𐑩𐑯𐑑𐑱𐑖𐑩𐑯	dekrəmənteɪʃən	NN1	RSSB	89	shave_says:[𐑛𐑧𐑒𐑮𐑩𐑥𐑧𐑯𐑑𐑱𐑖𐑩𐑯 / 𐑛𐑧𐑒𐑮𐑩𐑥𐑧𐑯𐑑𐑭𐑑𐑦𐑩𐑯 / 𐑛𐑧𐑒𐑮𐑩𐑥𐑧𐑯𐑑𐑩𐑑𐑦𐑩𐑯 / 𐑛𐑰𐑒𐑮𐑧𐑥𐑩𐑯𐑑𐑱𐑖𐑩𐑯]
decrepitate	𐑛𐑦𐑒𐑮𐑧𐑐𐑦𐑑𐑱𐑑	dɪˈkrepɪteɪt	VVI	RSSB	89	shave_says:𐑛𐑰𐑒𐑮𐑧𐑐𐑦𐑑𐑱𐑑
decrepitation	𐑛𐑦𐑒𐑮𐑧𐑐𐑦𐑑𐑱𐑖𐑩𐑯	dɪkrepɪteɪʃən	NN1	RSSB	89	shave_says:𐑛𐑰𐑒𐑮𐑧𐑐𐑦𐑑𐑱𐑖𐑩𐑯
decrescendo	𐑛𐑰𐑒𐑮𐑧𐑖𐑧𐑯𐑛𐑴	diːˌkreˈʃendəʊ	AJ0	RSSB	89	shave_says:𐑛𐑰𐑒𐑮𐑦𐑖𐑧𐑯𐑛𐑴
decrypt	𐑛𐑦𐑒𐑮𐑦𐑐𐑑	dɪˈkrɪpt	VVI	RSSB	89	shave_says:𐑛𐑰𐑒𐑮𐑦𐑐𐑑
decryption	𐑛𐑦𐑒𐑮𐑦𐑐𐑖𐑩𐑯	dɪkrɪpʃən	NN1	RSSB	89	shave_says:[𐑛𐑰𐑒𐑮𐑦𐑐𐑑𐑦𐑩𐑯 / 𐑛𐑰𐑒𐑮𐑦𐑐𐑑𐑲𐑪𐑯]
decubitus	𐑛𐑦𐑒𐑿𐑚𐑦𐑑𐑩𐑕	dɪˈkjuːbɪtəs	NN1	RSSB	89	shave_says:[𐑛𐑰𐑒𐑿𐑚𐑦𐑑𐑩𐑕 / 𐑛𐑧𐑒𐑳𐑚𐑲𐑑𐑩𐑕 / 𐑛𐑧𐑒𐑳𐑚𐑦𐑑𐑩𐑕 / 𐑛𐑧𐑒𐑳𐑚𐑲𐑗𐑫𐑟]
decumbent	𐑛𐑦𐑒𐑳𐑥𐑚𐑩𐑯𐑑	dɪˈkʌmbənt	AJ0	RSSB	89	shave_says:[𐑛𐑰𐑒𐑳𐑥𐑚𐑩𐑯𐑑 / 𐑛𐑧𐑒𐑳𐑥𐑩𐑯𐑑]
decussate	𐑛𐑦𐑒𐑳𐑕𐑱𐑑	dɪˈkʌseɪt	AJ0	RSSB	89	shave_says:[𐑛𐑰𐑒𐑳𐑕𐑱𐑑 / 𐑛𐑧𐑒𐑩𐑕𐑱𐑑]
decussation	𐑛𐑧𐑒𐑳𐑕𐑱𐑖𐑩𐑯	dekʌˈseɪʃən	NN1	RSSB	89	shave_says:[𐑛𐑰𐑒𐑳𐑕𐑱𐑖𐑩𐑯 / 𐑛𐑧𐑒𐑩𐑕𐑱𐑖𐑩𐑯 / 𐑛𐑧𐑒𐑩𐑕𐑭𐑑𐑦𐑩𐑯 / 𐑛𐑧𐑒𐑩𐑕𐑩𐑑𐑦𐑩𐑯]
defecator	𐑛𐑧𐑓𐑦𐑒𐑱𐑑𐑼	defɪkeɪtəR	NN1	RSSB	89	shave_says:𐑛𐑧𐑓𐑩𐑒𐑱𐑑𐑼
defenestrate	𐑛𐑦𐑓𐑧𐑯𐑦𐑕𐑑𐑮𐑱𐑑	dɪˈfenɪstreɪt	VVI	RSSB	89	shave_says:[𐑛𐑰𐑓𐑧𐑯𐑧𐑕𐑑𐑮𐑱𐑑 / 𐑛𐑧𐑓𐑩𐑯𐑩𐑕𐑑𐑮𐑱𐑑]
defenestrate	𐑛𐑩𐑓𐑧𐑯𐑦𐑕𐑑𐑮𐑱𐑑	dəˈfenɪstreɪt	VVI	GenAm	89	shave_says:[𐑛𐑰𐑓𐑧𐑯𐑧𐑕𐑑𐑮𐑱𐑑 / 𐑛𐑧𐑓𐑩𐑯𐑩𐑕𐑑𐑮𐑱𐑑]
defervesce	𐑛𐑰𐑓𐑼𐑝𐑧𐑕	ˌdiːfəRˈves	VVI	GenAm	89	shave_says:[𐑛𐑦𐑓𐑻𐑝𐑧𐑕 / 𐑛𐑰𐑓𐑻𐑝𐑧𐑕]
defervescence	𐑛𐑧𐑓𐑼𐑝𐑧𐑕𐑩𐑯𐑕	defəRvesəns	NN1	RSSB	89	shave_says:[𐑛𐑦𐑓𐑻𐑝𐑧𐑕𐑩𐑯𐑕 / 𐑛𐑰𐑓𐑻𐑝𐑧𐑕𐑩𐑯𐑕]
defoliator	𐑛𐑰𐑓𐑴𐑤𐑰𐑱𐑑𐑼	diːfəʊliːeɪtəR	NN1	RSSB	89	shave_says:𐑛𐑰𐑓𐑴𐑤𐑦𐑱𐑑𐑼
