type	word	pos	var	ipa	shaw_fragment	full_ipa	full_shaw	confidence
fragment	Bergen op Zoom	NP0	RSSB	beəRx-	𐑚𐑺x-	bɜːRɡəRn ɒp zəʊm	𐑚𐑻𐑜𐑼𐑯 𐑪𐑐 𐑟𐑴𐑥	1
fragment	Berkshire	NP0	RSSB	-ʃɪəR	-𐑖𐑽	bɑːkʃəR	𐑚𐑭𐑒𐑖𐑼	30
fragment	Berkshire	NP0	GenAm	-ˌʃɪər	-𐑖𐑽	ˈbɜrkʃər	𐑚ɜ𐑮𐑒𐑖𐑼	30
fragment	Berkshire	NP0	GenAm	ˈbɑːRk-	𐑚𐑸𐑒-	ˈbɜrkʃər	𐑚ɜ𐑮𐑒𐑖𐑼	30
fragment	Berkshire	NN1	RSSB	-ʃɪəR	-𐑖𐑽	bɑːkʃəR	𐑚𐑭𐑒𐑖𐑼	30
fragment	Berkshire	NN1	GenAm	-ˌʃɪər	-𐑖𐑽	ˈbɜrkʃər	𐑚ɜ𐑮𐑒𐑖𐑼	30
fragment	Berkshire	NN1	GenAm	ˈbɑːRk-	𐑚𐑸𐑒-	ˈbɜrkʃər	𐑚ɜ𐑮𐑒𐑖𐑼	30
fragment	Berlin Wall	NP0	RSSB	bɜːR-	𐑚𐑻-	bɜːRlɪn wɔːl	𐑚𐑻𐑤𐑦𐑯 𐑢𐑷𐑤	89
fragment	Berlin Wall	NP0	GenAm	ˈbɜːR-	𐑚𐑻-	bɜːRˈlɪn wɒl	𐑚𐑻𐑤𐑦𐑯 𐑢𐑪𐑤	89
fragment	Berlin Wall	NN1	RSSB	bɜːR-	𐑚𐑻-	bɜːRlɪn wɔːl	𐑚𐑻𐑤𐑦𐑯 𐑢𐑷𐑤	89
fragment	Berlin Wall	NN1	GenAm	ˈbɜːR-	𐑚𐑻-	bɜːRˈlɪn wɒl	𐑚𐑻𐑤𐑦𐑯 𐑢𐑪𐑤	89
fragment	berserk	AJ0	RSSB	bɜːR-	𐑚𐑻-	bɜːRsɜːRk	𐑚𐑻𐑕𐑻𐑒	30
fragment	berserk	AJ0	RSSB	-sɜːRk	-𐑕𐑻𐑒	bɜːRsɜːRk	𐑚𐑻𐑕𐑻𐑒	30
fragment	berserk	AJ0	GenAm	-ˈzəRk	-𐑟𐑼𐑒	ˈbəRˌsəRk	𐑚𐑼𐑕𐑼𐑒	30
fragment	berserker	NN1	RSSB	bɜːR-	𐑚𐑻-	bəRzɜːRkəR	𐑚𐑼𐑟𐑻𐑒𐑼	30
fragment	berserker	NN1	RSSB	-sɜːRkəR	-𐑕𐑻𐑒𐑼	bəRzɜːRkəR	𐑚𐑼𐑟𐑻𐑒𐑼	30
fragment	beset	VVI	GenAm	bi-	𐑚𐑦-	bəˈset	𐑚𐑩𐑕𐑧𐑑	89
fragment	bestiarian	NN1	RSSB	bes-	𐑚𐑧𐑕-	biːstieəriən	𐑚𐑰𐑕𐑑𐑦𐑺𐑦𐑩𐑯	1
fragment	bestiarian	NN1	GenAm	ˌbes-	𐑚𐑧𐑕-	ˌbistiˈeriən	𐑚𐑦𐑕𐑑𐑦𐑧𐑮𐑦𐑩𐑯	1
fragment	betroth	VVI	RSSB	-trəʊθ	-𐑑𐑮𐑴𐑔	bɪtrəʊð	𐑚𐑦𐑑𐑮𐑴𐑞	89
fragment	betroth	VVI	GenAm	-ˈtrɒθ	-𐑑𐑮𐑪𐑔	bəˈtroʊð	𐑚𐑩𐑑𐑮𐑴𐑞	89
fragment	bettor	NN1	GenAm	-təR	-𐑑𐑼	ˈbetəR	𐑚𐑧𐑑𐑼	89
fragment	biathlon	NN1	RSSB	-lɒn	-𐑤𐑪𐑯	baɪˈæθlən	𐑚𐑲𐑨𐑔𐑤𐑩𐑯	89
fragment	bibliothecarial	AJ0	GenAm	ˌbɪbliəθəˈ-	𐑚𐑦𐑚𐑤𐑦𐑩𐑔𐑩-	ˌbɪblioʊθəˈkeriəl	𐑚𐑦𐑚𐑤𐑦𐑴𐑔𐑩𐑒𐑧𐑮𐑦𐑩𐑤	1
fragment	bibliothecarian	NN1	GenAm	ˌbɪbliəθəˈ-	𐑚𐑦𐑚𐑤𐑦𐑩𐑔𐑩-	ˌbɪblioʊθəˈkeriən	𐑚𐑦𐑚𐑤𐑦𐑴𐑔𐑩𐑒𐑧𐑮𐑦𐑩𐑯	1
fragment	bibliothecarian	AJ0	GenAm	ˌbɪbliəθəˈ-	𐑚𐑦𐑚𐑤𐑦𐑩𐑔𐑩-	ˌbɪblioʊθəˈkeriən	𐑚𐑦𐑚𐑤𐑦𐑴𐑔𐑩𐑒𐑧𐑮𐑦𐑩𐑯	1
fragment	bidon	NN1	RSSB	-dɒ̃	-𐑛𐑪̃	ˈbiːdɒn	𐑚𐑰𐑛𐑪𐑯	1
fragment	big data	NN1	GenAm	-ˈdædə	-𐑛𐑨𐑛𐑩	ˌbɪɡ ˈdeɪdə	𐑚𐑦𐑜 𐑛𐑱𐑛𐑩	89
fragment	big data	NN1	GenAm	-ˈdɑːdə	-𐑛𐑭𐑛𐑩	ˌbɪɡ ˈdeɪdə	𐑚𐑦𐑜 𐑛𐑱𐑛𐑩	89
fragment	binimetinib	NN1	GenAm	-tə-	-𐑑𐑩-	bɪnɪˈmetɪnɪb	𐑚𐑦𐑯𐑦𐑥𐑧𐑑𐑦𐑯𐑦𐑚	89
fragment	binturong	NN1	GenAm	-tju-	-𐑑𐑘𐑫-	ˈbɪntuˌrɒŋ	𐑚𐑦𐑯𐑑𐑫𐑮𐑪𐑙	1
fragment	binturong	NN1	GenAm	-tjər-	-𐑑𐑘𐑼-	ˈbɪntuˌrɒŋ	𐑚𐑦𐑯𐑑𐑫𐑮𐑪𐑙	89
fragment	binturong	NN1	GenAm	-rɒŋ	-𐑮𐑪𐑙	ˈbɪntuˌrɒŋ	𐑚𐑦𐑯𐑑𐑫𐑮𐑪𐑙	89
fragment	biodiversity	NN1	GenAm	-ti	-𐑑𐑦	ˌbaɪoʊdəˈvəRsəti	𐑚𐑲𐑴𐑛𐑩𐑝𐑼𐑕𐑩𐑑𐑦	1
fragment	biodiversity hotspot	NN1	GenAm	-ti	-𐑑𐑦	ˌbaɪoʊdəˌvəRsəti ˈhɒtˌspɒt	𐑚𐑲𐑴𐑛𐑩𐑝𐑼𐑕𐑩𐑑𐑦 𐑣𐑪𐑑𐑕𐑐𐑪𐑑	1
fragment	biogenesis	NN1	RSSB	baɪə-	𐑚𐑲𐑩-	bʌɪəʊˈdʒenəsɪs	𐑚𐑳𐑾𐑫𐑡𐑧𐑯𐑩𐑕𐑦𐑕	89
fragment	biogenesis	NN1	RSSB	baɪoʊ-	𐑚𐑲𐑴-	bʌɪəʊˈdʒenəsɪs	𐑚𐑳𐑾𐑫𐑡𐑧𐑯𐑩𐑕𐑦𐑕	89
fragment	biogenesis	NN1	RSSB	biːə-	𐑚𐑰𐑩-	bʌɪəʊˈdʒenəsɪs	𐑚𐑳𐑾𐑫𐑡𐑧𐑯𐑩𐑕𐑦𐑕	89
fragment	biogenesis	NN1	RSSB	biːoʊ-	𐑚𐑰𐑴-	bʌɪəʊˈdʒenəsɪs	𐑚𐑳𐑾𐑫𐑡𐑧𐑯𐑩𐑕𐑦𐑕	89
fragment	biogenesis	NN1	RSSB	-nɪ-	-𐑯𐑦-	bʌɪəʊˈdʒenəsɪs	𐑚𐑳𐑾𐑫𐑡𐑧𐑯𐑩𐑕𐑦𐑕	89
fragment	bipartisan	AJ0	GenAm	-zən	-𐑟𐑩𐑯	baɪˈpɑːRtəsən	𐑚𐑲𐑐𐑸𐑑𐑩𐑕𐑩𐑯	1
fragment	bisexual	AJ0	RSSB	-sjəəl	-𐑕𐑘𐑩𐑩𐑤	baɪˈsekʃʊəl	𐑚𐑲𐑕𐑧𐑒𐑖𐑫𐑩𐑤	89
fragment	bisexual	NN1	RSSB	-sjəəl	-𐑕𐑘𐑩𐑩𐑤	baɪˈsekʃʊəl	𐑚𐑲𐑕𐑧𐑒𐑖𐑫𐑩𐑤	89
fragment	bisexual lighting	NN1	RSSB	-ʃʊl-	-𐑖𐑫𐑤-	baɪˌsekʃʊəl ˈlaɪtɪŋ	𐑚𐑲𐑕𐑧𐑒𐑖𐑫𐑩𐑤 𐑤𐑲𐑑𐑦𐑙	89
fragment	bisexual lighting	NN1	RSSB	-sjəəl-	-𐑕𐑘𐑩𐑩𐑤-	baɪˌsekʃʊəl ˈlaɪtɪŋ	𐑚𐑲𐑕𐑧𐑒𐑖𐑫𐑩𐑤 𐑤𐑲𐑑𐑦𐑙	89
fragment	bisexual lighting	NN1	GenAm	-tɪŋ	-𐑑𐑦𐑙	baɪˌsekʃəwəl ˈlaɪtɪŋ	𐑚𐑲𐑕𐑧𐑒𐑖𐑩𐑢𐑩𐑤 𐑤𐑲𐑑𐑦𐑙	89
fragment	bit bucket	NN1	RSSB	-kət	-𐑒𐑩𐑑	ˈbɪt ˌbʌkɪt	𐑚𐑦𐑑 𐑚𐑳𐑒𐑦𐑑	89
fragment	bit bucket	NN1	GenAm	-kɪt	-𐑒𐑦𐑑	ˈbɪt ˌbʌkət	𐑚𐑦𐑑 𐑚𐑳𐑒𐑩𐑑	89
fragment	bit bucket	VVI	RSSB	-kət	-𐑒𐑩𐑑	ˈbɪt ˌbʌkɪt	𐑚𐑦𐑑 𐑚𐑳𐑒𐑦𐑑	89
fragment	bit bucket	VVI	GenAm	-kɪt	-𐑒𐑦𐑑	ˈbɪt ˌbʌkət	𐑚𐑦𐑑 𐑚𐑳𐑒𐑩𐑑	89
fragment	blaccent	NN1	RSSB	-sent	-𐑕𐑧𐑯𐑑	ˈblaksənt	𐑚𐑤𐑨𐑒𐑕𐑩𐑯𐑑	89
fragment	blastpipe	NN1	RSSB	ˈblæst-	𐑚𐑤𐑨𐑕𐑑-	ˈblɑːstpaɪp	𐑚𐑤𐑭𐑕𐑑𐑐𐑲𐑐	89
fragment	blotto	AJ0	GenAm	-toʊ	-𐑑𐑴	ˈblɒtoʊ	𐑚𐑤𐑪𐑑𐑴	89
fragment	blotto	NN1	GenAm	-toʊ	-𐑑𐑴	ˈblɒtoʊ	𐑚𐑤𐑪𐑑𐑴	89
fragment	blotto	VVI	GenAm	-toʊ	-𐑑𐑴	ˈblɒtoʊ	𐑚𐑤𐑪𐑑𐑴	89
fragment	blow to kingdom come	VVI	GenAm	-tə-	-𐑑𐑩-	ˈbloʊ tə ˌkɪŋdəm ˈkʌm	𐑚𐑤𐑴 𐑑𐑩 𐑒𐑦𐑙𐑛𐑩𐑥 𐑒𐑳𐑥	89
fragment	Blursday	NN1	RSSB	-di	-𐑛𐑦	blɜːRzdeɪ	𐑚𐑤𐑻𐑟𐑛𐑱	1
fragment	Blursday	NN1	GenAm	-ˌdi	-𐑛𐑦	ˈblɜrzˌdeɪ	𐑚𐑤ɜ𐑮𐑟𐑛𐑱	1
fragment	boatage	NN1	GenAm	-tɪdʒ	-𐑑𐑦𐑡	ˈboʊtɪdʒ	𐑚𐑴𐑑𐑦𐑡	89
fragment	Boaty McBoatface	NP0	GenAm	-ti-	-𐑑𐑦-	ˈboʊti mɪkˈboʊtfeɪs	𐑚𐑴𐑑𐑦 𐑥𐑦𐑒𐑚𐑴𐑑𐑓𐑱𐑕	89
fragment	Boaty McBoatface	VVI	GenAm	-ti-	-𐑑𐑦-	ˈboʊti mɪkˈboʊtfeɪs	𐑚𐑴𐑑𐑦 𐑥𐑦𐑒𐑚𐑴𐑑𐑓𐑱𐑕	89
fragment	bobarista	NN1	RSSB	-rɪs-	-𐑮𐑦𐑕-	bəʊbəriːstə	𐑚𐑴𐑚𐑼𐑰𐑕𐑑𐑩	89
fragment	bobarista	NN1	GenAm	-rɪs-	-𐑮𐑦𐑕-	boʊbəˈristə	𐑚𐑴𐑚𐑼𐑦𐑕𐑑𐑩	89
fragment	Boccaccio	NP0	GenAm	bəˈ-	𐑚𐑩-	boʊˈkɒtʃiˌoʊ	𐑚𐑴𐑒𐑪𐑗𐑦𐑴	89
fragment	body camera	NN1	GenAm	ˈbɒti-	𐑚𐑪𐑑𐑦-	ˈbɒdi ˈkæmərə	𐑚𐑪𐑛𐑦 𐑒𐑨𐑥𐑼𐑩	1
fragment	Bolivarian	AJ0	GenAm	ˌbɒ-	𐑚𐑪-	ˌboʊlɪˈveriən	𐑚𐑴𐑤𐑦𐑝𐑧𐑮𐑦𐑩𐑯	1
fragment	Bolivarian	NN1	GenAm	ˌbɒ-	𐑚𐑪-	ˌboʊlɪˈveriən	𐑚𐑴𐑤𐑦𐑝𐑧𐑮𐑦𐑩𐑯	1
fragment	Bolshevik	NN1	GenAm	ˈbɒl-	𐑚𐑪𐑤-	ˈboʊlʃəvɪk	𐑚𐑴𐑤𐑖𐑩𐑝𐑦𐑒	89
fragment	Bolshevik	NN1	GenAm	ˈbol-	𐑚𐑪𐑤-	ˈboʊlʃəvɪk	𐑚𐑴𐑤𐑖𐑩𐑝𐑦𐑒	89
fragment	Bolshevism	NN1	GenAm	ˈboʊl-	𐑚𐑴𐑤-	ˈbɒlʃəˌvɪzəm	𐑚𐑪𐑤𐑖𐑩𐑝𐑦𐑟𐑩𐑥	89
fragment	Bolshevism	NN1	GenAm	ˈbol-	𐑚𐑪𐑤-	ˈbɒlʃəˌvɪzəm	𐑚𐑪𐑤𐑖𐑩𐑝𐑦𐑟𐑩𐑥	89
fragment	bombardment	NN1	GenAm	bəm-	𐑚𐑩𐑥-	bɒmbɑːRdmənt	𐑚𐑪𐑥𐑚𐑸𐑛𐑥𐑩𐑯𐑑	1
fragment	bonhomie	NN1	GenAm	ˌboʊ-	𐑚𐑴-	ˈbɒnəmi	𐑚𐑪𐑯𐑩𐑥𐑦	89
fragment	Boniface	NP0	GenAm	-fəs	-𐑓𐑩𐑕	ˈbɒnəfɪs	𐑚𐑪𐑯𐑩𐑓𐑦𐑕	89
fragment	Boniface	NP0	GenAm	-ˌfeɪs	-𐑓𐑱𐑕	ˈbɒnəfɪs	𐑚𐑪𐑯𐑩𐑓𐑦𐑕	89
fragment	Bosnia and Herzegovina	NP0	GenAm	-hɜrtsɪˈɡoʊvɪnə	-𐑣ɜ𐑮𐑑𐑕𐑦𐑜𐑴𐑝𐑦𐑯𐑩	ˈbɒzniə ænd ˌhɜrtsɪɡoʊˈviːnə	𐑚𐑪𐑟𐑯𐑦𐑩 𐑨𐑯𐑛 𐑣ɜ𐑮𐑑𐑕𐑦𐑜𐑴𐑝𐑰𐑯𐑩	1
fragment	Bosnia and Herzegovina	NP0	GenAm	-ənd	-𐑩𐑯𐑛	ˈbɒzniə ænd ˌhɜrtsɪɡoʊˈviːnə	𐑚𐑪𐑟𐑯𐑦𐑩 𐑨𐑯𐑛 𐑣ɜ𐑮𐑑𐑕𐑦𐑜𐑴𐑝𐑰𐑯𐑩	1
fragment	Bosnia and Herzegovina	NP0	RSSB	-hɜːRtsəRɡəʊviːnə	-𐑣𐑻𐑑𐑕𐑼𐑜𐑴𐑝𐑰𐑯𐑩	bɒzniːə əRndhɜːRtsəRɡɒvɪnə	𐑚𐑪𐑟𐑯𐑰𐑩 𐑼𐑯𐑛𐑣𐑻𐑑𐑕𐑼𐑜𐑪𐑝𐑦𐑯𐑩	89
fragment	bossman	NN1	GenAm	ˈbɒs-	𐑚𐑪𐑕-	ˈbɒsmæn	𐑚𐑪𐑕𐑥𐑨𐑯	89
fragment	botany	NN1	RSSB	-nɪ	-𐑯𐑦	ˈbɒtəni	𐑚𐑪𐑑𐑩𐑯𐑦	89
fragment	bottle episode	NN1	GenAm	-təl-	-𐑑𐑩𐑤-	ˈbɒtəl ˈepəˌsoʊd	𐑚𐑪𐑑𐑩𐑤 𐑧𐑐𐑩𐑕𐑴𐑛	89
fragment	bouillabaisse	NN1	RSSB	-ˌbes	-𐑚𐑧𐑕	ˈbuːjəˌbeɪs	𐑚𐑵𐑘𐑩𐑚𐑱𐑕	89
fragment	bouncebackability	NN1	GenAm	ˈbaʊns-	𐑚𐑬𐑯𐑕-	ˌbaʊnsˌbækəˈbɪlɪti	𐑚𐑬𐑯𐑕𐑚𐑨𐑒𐑩𐑚𐑦𐑤𐑦𐑑𐑦	89
fragment	bouncebackability	NN1	GenAm	-ti	-𐑑𐑦	ˌbaʊnsˌbækəˈbɪlɪti	𐑚𐑬𐑯𐑕𐑚𐑨𐑒𐑩𐑚𐑦𐑤𐑦𐑑𐑦	89
fragment	brachiaria	NN1	RSSB	breɪ-	𐑚𐑮𐑱-	brækieəriə	𐑚𐑮𐑨𐑒𐑦𐑺𐑦𐑩	30
fragment	brachiaria	NN1	GenAm	ˌbreɪ-	𐑚𐑮𐑱-	ˌbrækiˈeriə	𐑚𐑮𐑨𐑒𐑦𐑧𐑮𐑦𐑩	30
fragment	bread and circuses	NN1	RSSB	-iz	-𐑦𐑟	bred ənd səːkəRsəRz	𐑚𐑮𐑧𐑛 𐑩𐑯𐑛 𐑕𐑩ː𐑒𐑼𐑕𐑼𐑟	1
fragment	bread and circuses	NN1	GenAm	-kɪsəz	-𐑒𐑦𐑕𐑩𐑟	ˈbred ənd ˈsəRkəsəz	𐑚𐑮𐑧𐑛 𐑩𐑯𐑛 𐑕𐑼𐑒𐑩𐑕𐑩𐑟	1
fragment	bremsstrahlung	NN1	GenAm	-lʊŋ	-𐑤𐑫𐑙	ˈbremʃtrɒləŋ	𐑚𐑮𐑧𐑥𐑖𐑑𐑮𐑪𐑤𐑩𐑙	1
fragment	bremsstrahlung	NN1	GenAm	-lʌŋ	-𐑤𐑳𐑙	ˈbremʃtrɒləŋ	𐑚𐑮𐑧𐑥𐑖𐑑𐑮𐑪𐑤𐑩𐑙	1
fragment	Brexiteer	NN1	RSSB	breɡzɪ-	𐑚𐑮𐑧𐑜𐑟𐑦-	breksɪtɪər	𐑚𐑮𐑧𐑒𐑕𐑦𐑑𐑽	30
fragment	Brexiteer	NN1	GenAm	ˌbreɡzɪ-	𐑚𐑮𐑧𐑜𐑟𐑦-	ˌbreksɪˈtir	𐑚𐑮𐑧𐑒𐑕𐑦𐑑𐑦𐑮	30
fragment	brickbatting	NN1	GenAm	-tɪŋ	-𐑑𐑦𐑙	ˈbrɪkˌbætɪŋ	𐑚𐑮𐑦𐑒𐑚𐑨𐑑𐑦𐑙	1
fragment	brickbatting	VVI	GenAm	-tɪŋ	-𐑑𐑦𐑙	ˈbrɪkˌbætɪŋ	𐑚𐑮𐑦𐑒𐑚𐑨𐑑𐑦𐑙	1
fragment	British Raj	NP0	RSSB	-rɑːʒ	-𐑮𐑭𐑠	brɪtɪʃ rɑːdʒ	𐑚𐑮𐑦𐑑𐑦𐑖 𐑮𐑭𐑡	30
fragment	broadcast	AJ0	RSSB	-kæst	-𐑒𐑨𐑕𐑑	brɔːdkɑːst	𐑚𐑮𐑷𐑛𐑒𐑭𐑕𐑑	1
fragment	broadcast	AV0	RSSB	-kæst	-𐑒𐑨𐑕𐑑	brɔːdkɑːst	𐑚𐑮𐑷𐑛𐑒𐑭𐑕𐑑	1
fragment	broadcast	NN1	RSSB	-kæst	-𐑒𐑨𐑕𐑑	brɔːdkɑːst	𐑚𐑮𐑷𐑛𐑒𐑭𐑕𐑑	1
fragment	broadcast	VVI	RSSB	-kæst	-𐑒𐑨𐑕𐑑	brɔːdkɑːst	𐑚𐑮𐑷𐑛𐑒𐑭𐑕𐑑	1
fragment	broadcaster	NN1	GenAm	ˈbrɒd-	𐑚𐑮𐑪𐑛-	ˈbrɒdˌkæstəR	𐑚𐑮𐑪𐑛𐑒𐑨𐑕𐑑𐑼	30
fragment	broadcaster	NN1	RSSB	-kæstəR	-𐑒𐑨𐑕𐑑𐑼	brɔːdkɑːstəR	𐑚𐑮𐑷𐑛𐑒𐑭𐑕𐑑𐑼	30
fragment	bromine	NN1	RSSB	-mɪn	-𐑥𐑦𐑯	brəʊmiːn	𐑚𐑮𐑴𐑥𐑰𐑯	1
fragment	bromine	NN1	RSSB	-maɪn	-𐑥𐑲𐑯	brəʊmiːn	𐑚𐑮𐑴𐑥𐑰𐑯	1
fragment	brumous	AJ0	GenAm	ˈbrə-	𐑚𐑮𐑩-	ˈbruməs	𐑚𐑮𐑫𐑥𐑩𐑕	89
fragment	bruxism	NN1	RSSB	brʊk-	𐑚𐑮𐑫𐑒-	brʌksɪzəm	𐑚𐑮𐑳𐑒𐑕𐑦𐑟𐑩𐑥	89
fragment	bubbe	NN1	RSSB	ˈbʌ-	𐑚𐑳-	ˈbʊbə	𐑚𐑫𐑚𐑩	89
fragment	bubbe	NN1	GenAm	ˈbʌ-	𐑚𐑳-	ˈbʊbə	𐑚𐑫𐑚𐑩	89
fragment	bubbe	NN1	RSSB	-bi	-𐑚𐑦	ˈbʊbə	𐑚𐑫𐑚𐑩	89
fragment	bubbe	NN1	GenAm	-bi	-𐑚𐑦	ˈbʊbə	𐑚𐑫𐑚𐑩	89
fragment	bubbe	NN1	GenAm	ˈbɒ-	𐑚𐑪-	ˈbʊbə	𐑚𐑫𐑚𐑩	89
fragment	Buenos Aires	NP0	RSSB	-aɪrƏz	-𐑲𐑮𐑩𐑟	bweɪnəs eəriːz	𐑚𐑢𐑱𐑯𐑩𐑕 𐑺𐑰𐑟	89
fragment	Buenos Aires	NP0	GenAm	-ˈaɪrƏz	-𐑲𐑮𐑩𐑟	ˈbwenoʊs ˈaɪres	𐑚𐑢𐑧𐑯𐑴𐑕 𐑲𐑮𐑧𐑕	89
fragment	built different	AJ0	RSSB	-dɪfrəRnt	-𐑛𐑦𐑓𐑮𐑼𐑯𐑑	bɪlt dɪfərəRnt	𐑚𐑦𐑤𐑑 𐑛𐑦𐑓𐑼𐑼𐑯𐑑	89
fragment	bully pulpit	NN1	RSSB	-ˈpʌl-	-𐑐𐑳𐑤-	ˌbʊli ˈpʊlpɪt	𐑚𐑫𐑤𐑦 𐑐𐑫𐑤𐑐𐑦𐑑	89
fragment	bully pulpit	NN1	GenAm	-ˈpʌl-	-𐑐𐑳𐑤-	ˌbʊli ˈpʊlpɪt	𐑚𐑫𐑤𐑦 𐑐𐑫𐑤𐑐𐑦𐑑	89
fragment	bully pulpit	NN1	GenAm	-ˈpəlpət	-𐑐𐑩𐑤𐑐𐑩𐑑	ˌbʊli ˈpʊlpɪt	𐑚𐑫𐑤𐑦 𐑐𐑫𐑤𐑐𐑦𐑑	89
fragment	burnt offering	NN1	GenAm	-ˈɒfərɪŋ	-𐑪𐑓𐑼𐑦𐑙	bɜːRnt ˈɒfərɪŋ	𐑚𐑻𐑯𐑑 𐑪𐑓𐑼𐑦𐑙	30
fragment	busman's holiday	NN1	RSSB	-di	-𐑛𐑦	ˌbʌsmənz ˈhɒlɪdeɪ	𐑚𐑳𐑕𐑥𐑩𐑯𐑟 𐑣𐑪𐑤𐑦𐑛𐑱	89
fragment	butterfat	NN1	GenAm	-təR-	-𐑑𐑼-	ˈbʌtəRfæt	𐑚𐑳𐑑𐑼𐑓𐑨𐑑	89
fragment	butterfingered	AJ0	GenAm	-təR-	-𐑑𐑼-	ˈbʌtəRˌfɪŋɡəRd	𐑚𐑳𐑑𐑼𐑓𐑦𐑙𐑜𐑼𐑛	30
fragment	butterfingers	NN1	GenAm	-təR-	-𐑑𐑼-	ˈbʌtəRˌfɪŋɡəRz	𐑚𐑳𐑑𐑼𐑓𐑦𐑙𐑜𐑼𐑟	30
fragment	buttinski	NN1	GenAm	bʌt-	𐑚𐑳𐑑-	bʌtˈɪnski	𐑚𐑳𐑑𐑦𐑯𐑕𐑒𐑦	89
fragment	buttinsky	NN1	GenAm	-ˈtɪn-	-𐑑𐑦𐑯-	bʌˈtɪnski	𐑚𐑳𐑑𐑦𐑯𐑕𐑒𐑦	89
fragment	by virtue of	PRP	RSSB	-tjuː-	-𐑑𐑿-	baɪ vɜːRtʃuː ɒv	𐑚𐑲 𐑝𐑻𐑗𐑵 𐑪𐑝	1
fragment	bygone	AJ0	RSSB	-ɡɔːn	-𐑜𐑷𐑯	ˈbaɪɡɒn	𐑚𐑲𐑜𐑪𐑯	89
fragment	bygone	AJ0	GenAm	-ɡɒn	-𐑜𐑪𐑯	ˈbaɪɡɒn	𐑚𐑲𐑜𐑪𐑯	89
fragment	bygone	NN1	RSSB	-ɡɔːn	-𐑜𐑷𐑯	ˈbaɪɡɒn	𐑚𐑲𐑜𐑪𐑯	89
fragment	bygone	NN1	GenAm	-ɡɒn	-𐑜𐑪𐑯	ˈbaɪɡɒn	𐑚𐑲𐑜𐑪𐑯	89
fragment	bête noire	NN1	RSSB	beɪt-	𐑚𐑱𐑑-	bet nwɑː	𐑚𐑧𐑑 𐑯𐑢𐑭	1
fragment	caber	NN1	RSSB	kɑː-	𐑒𐑭-	keɪbəR	𐑒𐑱𐑚𐑼	1
fragment	caber	NN1	GenAm	ˈkɒ-	𐑒𐑪-	ˈkeɪbəR	𐑒𐑱𐑚𐑼	1
fragment	cacciatore	AJ0	RSSB	kɑːRtʃ-	𐑒𐑸𐑗-	kætʃətɔːri	𐑒𐑨𐑗𐑩𐑑𐑹𐑦	89
fragment	cacciatore	AJ0	RSSB	-eɪ	-𐑱	kætʃətɔːri	𐑒𐑨𐑗𐑩𐑑𐑹𐑦	1
fragment	cacciatore	AJ0	GenAm	-toʊr-	-𐑑𐑴𐑮-	ˌkɒtʃəˈtɔːRi	𐑒𐑪𐑗𐑩𐑑𐑹𐑦	89
fragment	cacciatore	NN1	RSSB	kɑːRtʃ-	𐑒𐑸𐑗-	kætʃətɔːri	𐑒𐑨𐑗𐑩𐑑𐑹𐑦	89
fragment	cacciatore	NN1	RSSB	-eɪ	-𐑱	kætʃətɔːri	𐑒𐑨𐑗𐑩𐑑𐑹𐑦	1
fragment	cacciatore	NN1	GenAm	-toʊr-	-𐑑𐑴𐑮-	ˌkɒtʃəˈtɔːRi	𐑒𐑪𐑗𐑩𐑑𐑹𐑦	89
fragment	caddie	NN1	GenAm	-ti	-𐑑𐑦	ˈkædi	𐑒𐑨𐑛𐑦	89
fragment	caddie	VVI	GenAm	-ti	-𐑑𐑦	ˈkædi	𐑒𐑨𐑛𐑦	89
fragment	caddy	NN1	GenAm	-ti	-𐑑𐑦	ˈkædi	𐑒𐑨𐑛𐑦	89
fragment	caddy	VVI	GenAm	-ti	-𐑑𐑦	ˈkædi	𐑒𐑨𐑛𐑦	89
fragment	Cadillac converter	NN1	GenAm	-təR	-𐑑𐑼	ˈkædəˌlæk kənˈvɜːRtəR	𐑒𐑨𐑛𐑩𐑤𐑨𐑒 𐑒𐑩𐑯𐑝𐑻𐑑𐑼	30
fragment	Caffraria	NP0	RSSB	kə-	𐑒𐑩-	kæfreəriə	𐑒𐑨𐑓𐑮𐑺𐑦𐑩	1
fragment	Caffraria	NP0	GenAm	kəˈ-	𐑒𐑩-	kæˈfreriə	𐑒𐑨𐑓𐑮𐑧𐑮𐑦𐑩	1
fragment	calcine	VVI	RSSB	-sɪn	-𐑕𐑦𐑯	ˈkælsaɪn	𐑒𐑨𐑤𐑕𐑲𐑯	89
fragment	calcine	NN1	RSSB	-sɪn	-𐑕𐑦𐑯	ˈkælsaɪn	𐑒𐑨𐑤𐑕𐑲𐑯	89
fragment	California	NP0	RSSB	-njə	-𐑯𐑘𐑩	kælɪfɔːRniə	𐑒𐑨𐑤𐑦𐑓𐑹𐑯𐑦𐑩	1
fragment	caliginous	AJ0	GenAm	-ˈlɪdʒɪ-	-𐑤𐑦𐑡𐑦-	kəˈlɪdʒənəs	𐑒𐑩𐑤𐑦𐑡𐑩𐑯𐑩𐑕	89
fragment	campanile	NN1	RSSB	-aɪl	-𐑲𐑤	kæmpəˈniːli	𐑒𐑨𐑥𐑐𐑩𐑯𐑰𐑤𐑦	89
