word	our_shaw	our_ipa	var	confidence	readlex_shaw	readlex_ipa	notes
phonograph	𐑓𐑴𐑯𐑩𐑜𐑮𐑭𐑓	fəʊnəɡrɑːf	RRP	5	𐑓𐑴𐑯𐑩𐑜𐑮𐑨𐑓	ˈfəʊnəɡræf	ml_disagrees:𐑓𐑴𐑯𐑩𐑜𐑮ɑ𐑨𐑓; shave_says:[𐑓𐑴𐑯𐑩𐑜𐑮𐑨𐑓 / 𐑓𐑴𐑯𐑩𐑜𐑮𐑭𐑓]
photograph	𐑓𐑴𐑑𐑩𐑜𐑮𐑭𐑓	fəʊtəɡrɑːf	RRP	5	𐑓𐑴𐑑𐑩𐑜𐑮𐑨𐑓	ˈfəʊtəɡræf	ml_disagrees:𐑓𐑴𐑑𐑩𐑜𐑮ɑ𐑨𐑓; shave_says:[𐑓𐑴𐑑𐑩𐑜𐑮𐑨𐑓 / 𐑓𐑴𐑑𐑩𐑜𐑮𐑭𐑓]
pizzeria	𐑐𐑰𐑑𐑕𐑼𐑰𐑩	piːtsəriːə	RRP	5	𐑐𐑰𐑑𐑕𐑼𐑾	ˌpiːtsəˈriːə	ml_disagrees:𐑐𐑰𐑑𐑕𐑼𐑦ː𐑩; shave_says:𐑐𐑰𐑑𐑕𐑼𐑾
portraiture	𐑐𐑹𐑑𐑮𐑦𐑑𐑘𐑩𐑼	pɔːRtrɪtjəəR	RRP	5	𐑐𐑹𐑑𐑮𐑦𐑗𐑼	ˈpɔːRtrɪtʃəR	ml_disagrees:𐑐𐑹𐑑𐑮𐑦𐑑𐑘ː𐑼; shave_says:𐑐𐑹𐑑𐑮𐑦𐑗𐑼
postman	𐑐𐑴𐑕𐑥𐑩𐑯	ˈpəʊsmən	RRP	5	𐑐𐑴𐑕𐑑𐑥𐑩𐑯	ˈpəʊstmən	ml_disagrees:𐑐𐑴𐑕𐑥𐑧𐑯; shave_says:𐑐𐑴𐑕𐑑𐑥𐑩𐑯
premature	𐑐𐑮𐑧𐑥𐑩𐑑𐑘𐑩𐑼	premətjəəR	RRP	5	𐑐𐑮𐑧𐑥𐑩𐑗𐑫𐑼	ˈpremətʃʊəR	ml_disagrees:𐑐𐑮𐑧𐑥𐑩𐑑𐑘ː𐑼; shave_says:𐑐𐑮𐑧𐑥𐑩𐑗𐑫𐑼
principal	𐑐𐑮𐑦𐑯𐑕𐑦𐑐𐑩𐑤	prɪnsɪpəl	RRP	5	𐑐𐑮𐑦𐑯𐑕𐑩𐑐𐑩𐑤	ˈprɪnsəpəl	ml_disagrees:𐑐𐑮𐑦𐑯𐑕𐑩𐑐𐑩𐑤; shave_says:[𐑐𐑮𐑦𐑯𐑕𐑦𐑐𐑩𐑤 / 𐑐𐑮𐑦𐑯𐑕𐑩𐑐𐑩𐑤]
respiration	𐑮𐑧𐑕𐑐𐑦𐑮𐑱𐑖𐑩𐑯	respɪreɪʃən	RRP	5	𐑮𐑧𐑕𐑐𐑼𐑱𐑖𐑩𐑯	ˌrespəˈreɪʃən	ml_disagrees:𐑮𐑧𐑕𐑐𐑼𐑱𐑖𐑩𐑯; shave_says:[𐑮𐑧𐑕𐑐𐑦𐑮𐑱𐑖𐑩𐑯 / 𐑮𐑧𐑕𐑐𐑼𐑱𐑖𐑩𐑯]
seamstress	𐑕𐑧𐑥𐑕𐑑𐑮𐑦𐑕	semstrɪs	RRP	5	𐑕𐑰𐑥𐑕𐑑𐑮𐑩𐑕	ˈsiːmstrƏs	ml_disagrees:𐑕𐑧𐑥𐑕𐑑𐑮𐑩𐑕; shave_says:𐑕𐑰𐑥𐑕𐑑𐑮𐑩𐑕
secure	𐑕𐑩𐑒𐑘𐑩𐑼	səkjəəR	RRP	5	𐑕𐑦𐑒𐑘𐑫𐑼	sɪˈkjʊəR	ml_disagrees:𐑕𐑩𐑒𐑘𐑫𐑼; shave_says:𐑕𐑦𐑒𐑘𐑫𐑼
securely	𐑕𐑼𐑒𐑘𐑩𐑼𐑤𐑦	səRkjəəRli	RRP	5	𐑕𐑦𐑒𐑘𐑫𐑼𐑤𐑦	sɪˈkjʊəRli	ml_disagrees:𐑕𐑼𐑒𐑘𐑫𐑼𐑤𐑦; shave_says:𐑕𐑦𐑒𐑘𐑫𐑼𐑤𐑦
security	𐑕𐑦𐑒𐑘𐑩𐑼𐑼𐑑𐑦	sɪkjəərəRti	RRP	5	𐑕𐑦𐑒𐑘𐑫𐑼𐑦𐑑𐑦	sɪˈkjʊərɪti	ml_disagrees:𐑕𐑦𐑒𐑘𐑫𐑼𐑼𐑑𐑦; shave_says:𐑕𐑦𐑒𐑘𐑫𐑼𐑦𐑑𐑦
serial	𐑕𐑽𐑰𐑩𐑤	sɪəriːəl	RRP	5	𐑕𐑽𐑾𐑤	ˈsɪərɪəl	ml_disagrees:𐑕𐑽𐑦ː𐑩𐑤; shave_says:𐑕𐑽𐑾𐑤
sibylline	𐑕𐑦𐑚𐑦𐑤𐑲𐑯	ˈsɪbɪlaɪn	RRP	5	𐑕𐑦𐑚𐑩𐑤𐑲𐑯	ˈsɪbəlaɪn	ml_disagrees:𐑕𐑩𐑚𐑦𐑤𐑲𐑯; shave_says:𐑕𐑦𐑚𐑩𐑤𐑲𐑯
statuesque	𐑕𐑑𐑨𐑑𐑘𐑩𐑧𐑕𐑒	statjəˈesk	RRP	5	𐑕𐑑𐑨𐑗𐑫𐑧𐑕𐑒	ˌstætʃuˈesk	ml_disagrees:𐑕𐑑𐑨𐑑𐑘𐑫𐑧𐑕𐑒; shave_says:𐑕𐑑𐑨𐑗𐑫𐑧𐑕𐑒
tangible	𐑑𐑨𐑯𐑠𐑦𐑚𐑤	ˈtænʒɪbl	RRP	5	𐑑𐑨𐑯𐑡𐑩𐑚𐑩𐑤	ˈtændʒəbəl	ml_disagrees:𐑑𐑨𐑯𐑠𐑩𐑚𐑤; shave_says:𐑑𐑨𐑯𐑡𐑩𐑚𐑩𐑤
tearful	𐑑𐑽𐑓𐑫𐑤	tɪəRfʊl	RRP	5	𐑑𐑽𐑓𐑩𐑤	ˈtɪəRfəl	ml_disagrees:𐑑𐑺𐑓𐑫𐑤; shave_says:𐑑𐑽𐑓𐑩𐑤
venturesome	𐑝𐑧𐑯𐑑𐑘𐑩𐑼𐑕𐑳𐑥	ventjəəRsʌm	RRP	5	𐑝𐑧𐑯𐑗𐑼𐑕𐑩𐑥	ˈventʃəRsəm	ml_disagrees:𐑝𐑧𐑯𐑑𐑘ː𐑼𐑕𐑳𐑥; shave_says:𐑝𐑧𐑯𐑗𐑼𐑕𐑩𐑥
arrowroot	𐑨𐑮𐑼𐑵𐑑	ærəruːt	RRP	30	𐑨𐑮𐑴𐑮𐑵𐑑	ˈærəʊruːt	r_gap:spelling=3,ipa=2; shave_says:𐑨𐑮𐑴𐑮𐑵𐑑
barrier	𐑚𐑨𐑮𐑦𐑼	bæriəR	RRP	30	𐑚𐑨𐑮𐑽	ˈbærɪəR	r_gap:spelling=3,ipa=2; shave_says:𐑚𐑨𐑮𐑽
berkshire	𐑚𐑭𐑒𐑖𐑼	bɑːkʃəR	RRP	30	𐑚𐑸𐑒𐑖𐑼	ˈbɑːRkʃər	r_gap:spelling=2,ipa=1; shave_says:𐑚𐑸𐑒𐑖𐑼
bilberry	𐑚𐑦𐑤𐑚𐑮𐑦	bɪlbrɪ	RRP	30	𐑚𐑦𐑤𐑚𐑼𐑦	ˈbɪlbəri	r_gap:spelling=2,ipa=1; shave_says:𐑚𐑦𐑤𐑚𐑼𐑦
blaeberry	𐑚𐑤𐑱𐑚𐑮𐑦	bleɪbri	RRP	30	𐑚𐑤𐑱𐑚𐑼𐑦	ˈbleɪbəri	r_gap:spelling=2,ipa=1; shave_says:𐑚𐑤𐑱𐑚𐑼𐑦
borrower	𐑚𐑷𐑮𐑩𐑫𐑼	bɔrəuəR	RRP	30	𐑚𐑪𐑮𐑴𐑼	ˈbɒrəʊəR	r_gap:spelling=3,ipa=2; shave_says:𐑚𐑪𐑮𐑴𐑼
carrier	𐑒𐑨𐑮𐑽	kærɪəR	RRP	30	𐑒𐑨𐑮𐑦𐑼	ˈkærɪəR	r_gap:spelling=3,ipa=2; shave_says:𐑒𐑨𐑮𐑦𐑼
carrion	𐑒𐑨𐑮𐑦𐑩𐑯	kæriən	RRP	30	𐑒𐑨𐑮𐑾𐑯	ˈkærɪən	r_gap:spelling=2,ipa=1; shave_says:𐑒𐑨𐑮𐑾𐑯
carry	𐑒𐑧𐑮𐑦	keri	RRP	30	𐑒𐑨𐑮𐑦	ˈkæri	r_gap:spelling=2,ipa=1; shave_says:𐑒𐑨𐑮𐑦
chaparral	𐑖𐑨𐑐𐑼𐑨𐑤	ʃæpəræl	RRP	30	𐑗𐑨𐑐𐑼𐑨𐑤	ˌtʃæpəˈræl	r_gap:spelling=2,ipa=1; shave_says:𐑗𐑨𐑐𐑼𐑨𐑤
correctly	𐑒𐑼𐑧𐑒𐑤𐑦	kərekli	RRP	30	𐑒𐑼𐑧𐑒𐑑𐑤𐑦	kəˈrektli	r_gap:spelling=2,ipa=1; shave_says:𐑒𐑼𐑧𐑒𐑑𐑤𐑦
cranberry	𐑒𐑮𐑨𐑯𐑚𐑮𐑦	krænbrɪ	RRP	30	𐑒𐑮𐑨𐑯𐑚𐑼𐑦	ˈkrænbəri	r_gap:spelling=3,ipa=2; shave_says:𐑒𐑮𐑨𐑯𐑚𐑼𐑦
derring-do	𐑛𐑧𐑮𐑦𐑙𐑛𐑵	derɪŋduː	RRP	30	𐑛𐑧𐑮𐑦𐑙-𐑛𐑵	ˌderɪŋ-ˈduː	r_gap:spelling=2,ipa=1; shave_says:𐑛𐑧𐑮𐑦𐑙-𐑛𐑵
earring	𐑽𐑦𐑙	ɪərɪŋ	RRP	30	𐑽𐑮𐑦𐑙	ˈɪəRrɪŋ	r_gap:spelling=2,ipa=1; shave_says:𐑽𐑮𐑦𐑙
equerry	𐑦𐑒𐑢𐑧𐑮𐑦	ɪkweri	RRP	30	𐑧𐑒𐑢𐑼𐑦	eˈkwəri	r_gap:spelling=2,ipa=1; shave_says:𐑧𐑒𐑢𐑼𐑦
escritoire	𐑧𐑕𐑒𐑮𐑦𐑑𐑢𐑭	eskritwɑː	RRP	30	𐑧𐑕𐑒𐑮𐑦𐑑𐑢𐑸	ˌeskrɪˈtwɑːR	r_gap:spelling=2,ipa=1; shave_says:𐑧𐑕𐑒𐑮𐑦𐑑𐑢𐑸
extraterrestrial	𐑧𐑒𐑕𐑑𐑮𐑩𐑑𐑼𐑧𐑕𐑑𐑮𐑦𐑩𐑤	ekstrətərestriəl	RRP	30	𐑧𐑒𐑕𐑑𐑮𐑩𐑑𐑦𐑮𐑧𐑕𐑑𐑮𐑾𐑤	ˌekstrətɪˈrestriəl	r_gap:spelling=4,ipa=3; shave_says:𐑧𐑒𐑕𐑑𐑮𐑩𐑑𐑦𐑮𐑧𐑕𐑑𐑮𐑾𐑤
farrago	𐑓𐑼𐑱𐑜𐑴	fəreɪɡoʊ	RRP	30	𐑓𐑼𐑭𐑜𐑴	fəˈrɑːɡəʊ	r_gap:spelling=2,ipa=1; shave_says:𐑓𐑼𐑭𐑜𐑴
farrier	𐑓𐑨𐑮𐑦𐑼	færiəR	RRP	30	𐑓𐑨𐑮𐑽	ˈfærɪəR	r_gap:spelling=3,ipa=2; shave_says:𐑓𐑨𐑮𐑽
ferrule	𐑓𐑧𐑮𐑤	ferl	RRP	30	𐑓𐑧𐑮𐑵𐑤	ˈferuːl	r_gap:spelling=2,ipa=1; shave_says:𐑓𐑧𐑮𐑵𐑤
firebrand	𐑓𐑲𐑩𐑚𐑮𐑨𐑯𐑛	faɪəbrænd	RRP	30	𐑓𐑲𐑼𐑚𐑮𐑨𐑯𐑛	ˈfaɪəRbrænd	r_gap:spelling=2,ipa=1; shave_says:𐑓𐑲𐑼𐑚𐑮𐑨𐑯𐑛
firefighter	𐑓𐑲𐑩𐑓𐑲𐑑𐑼	faɪəfaɪtəR	RRP	30	𐑓𐑲𐑼𐑓𐑲𐑑𐑼	ˈfaɪəRfaɪtəR	r_gap:spelling=2,ipa=1; shave_says:𐑓𐑲𐑼𐑓𐑲𐑑𐑼
garret	𐑜𐑨𐑮𐑦𐑑	ɡærɪt	RRP	30	𐑜𐑨𐑮𐑩𐑑	ˈɡærət	r_gap:spelling=2,ipa=1; shave_says:𐑜𐑨𐑮𐑩𐑑
garrulity	𐑜𐑼𐑫𐑤𐑦𐑑𐑦	ɡərulɪti	RRP	30	𐑜𐑨𐑮𐑵𐑤𐑦𐑑𐑦	ɡæˈruːlɪti	r_gap:spelling=2,ipa=1; shave_says:𐑜𐑨𐑮𐑵𐑤𐑦𐑑𐑦
garrulous	𐑜𐑨𐑮𐑫𐑤𐑩𐑕	ɡærʊləs	RRP	30	𐑜𐑨𐑮𐑩𐑤𐑩𐑕	ˈɡærələs	r_gap:spelling=2,ipa=1; shave_says:𐑜𐑨𐑮𐑩𐑤𐑩𐑕
gonorrhea	𐑜𐑪𐑯𐑼𐑦𐑩	ɡɒnəriə	RRP	30	𐑜𐑪𐑯𐑼𐑾	ˌɡɒnəˈrɪə	r_gap:spelling=2,ipa=1; shave_says:𐑜𐑪𐑯𐑼𐑾
gooseberry	𐑜𐑫𐑟𐑚𐑮𐑦	ɡʊzbri	RRP	30	𐑜𐑫𐑟𐑚𐑼𐑦	ˈɡʊzbəri	r_gap:spelling=2,ipa=1; shave_says:𐑜𐑫𐑟𐑚𐑼𐑦
hemorrhage	𐑣𐑧𐑥𐑮𐑦𐑡	hemrɪdʒ	RRP	30	𐑣𐑧𐑥𐑼𐑦𐑡	ˈhemərɪdʒ	r_gap:spelling=2,ipa=1; shave_says:𐑣𐑧𐑥𐑼𐑦𐑡
horrible	𐑣𐑪𐑮𐑦𐑚𐑩𐑤	hɒrɪbəl	RRP	30	𐑣𐑪𐑮𐑩𐑚𐑩𐑤	ˈhɒrəbəl	r_gap:spelling=2,ipa=1; shave_says:[𐑣𐑪𐑮𐑦𐑚𐑩𐑤 / 𐑣𐑪𐑮𐑩𐑚𐑩𐑤]
huckleberry	𐑣𐑳𐑒𐑩𐑤𐑚𐑮𐑦	hʌkəlbri	RRP	30	𐑣𐑳𐑒𐑩𐑤𐑚𐑼𐑦	ˈhʌkəlbəri	r_gap:spelling=2,ipa=1; shave_says:𐑣𐑳𐑒𐑩𐑤𐑚𐑼𐑦
interracial	𐑦𐑯𐑑𐑼𐑱𐑖𐑩𐑤	ɪntəreɪʃəl	RRP	30	𐑦𐑯𐑑𐑼𐑮𐑱𐑖𐑩𐑤	ˌɪntəRˈreɪʃəl	r_gap:spelling=2,ipa=1; shave_says:𐑦𐑯𐑑𐑼𐑮𐑱𐑖𐑩𐑤
ironmonger	𐑲𐑩𐑯𐑥𐑳𐑙𐑜𐑼	aɪənmʌŋɡəR	RRP	30	𐑲𐑼𐑯𐑥𐑳𐑙𐑜𐑼	ˈaɪəRnmʌŋɡəR	r_gap:spelling=2,ipa=1; shave_says:𐑲𐑼𐑯𐑥𐑳𐑙𐑜𐑼
irrational	𐑦𐑮𐑨𐑖𐑯𐑩𐑤	ɪræʃnəl	RRP	30	𐑦𐑮𐑨𐑖𐑩𐑯𐑩𐑤	ɪˈræʃənəl	r_gap:spelling=2,ipa=1; shave_says:𐑦𐑮𐑨𐑖𐑩𐑯𐑩𐑤
irresponsible	𐑦𐑮𐑦𐑕𐑐𐑪𐑯𐑕𐑩𐑚𐑤	ɪrɪspɒnsəbl	RRP	30	𐑦𐑮𐑦𐑕𐑐𐑪𐑯𐑕𐑩𐑚𐑩𐑤	ˌɪrɪˈspɒnsəbəl	r_gap:spelling=2,ipa=1; shave_says:𐑦𐑮𐑦𐑕𐑐𐑪𐑯𐑕𐑩𐑚𐑩𐑤
irrevocable	𐑦𐑮𐑧𐑝𐑩𐑒𐑩𐑚𐑤	ɪrevəkəbl	RRP	30	𐑦𐑮𐑧𐑝𐑩𐑒𐑩𐑚𐑩𐑤	ɪˈrevəkəbəl	r_gap:spelling=2,ipa=1; shave_says:𐑦𐑮𐑧𐑝𐑩𐑒𐑩𐑚𐑩𐑤
irritable	𐑦𐑮𐑦𐑑𐑩𐑚𐑤	ɪrɪtəbl	RRP	30	𐑦𐑮𐑦𐑑𐑩𐑚𐑩𐑤	ˈɪrɪtəbəl	r_gap:spelling=2,ipa=1; shave_says:𐑦𐑮𐑦𐑑𐑩𐑚𐑩𐑤
itinerary	𐑲𐑑𐑦𐑯𐑼𐑦	aɪtɪnəri	RRP	30	𐑲𐑑𐑦𐑯𐑼𐑼𐑦	aɪˈtɪnərəri	r_gap:spelling=2,ipa=1; shave_says:𐑲𐑑𐑦𐑯𐑼𐑼𐑦
library	𐑤𐑲𐑚𐑮𐑦	laɪbri	RRP	30	𐑤𐑲𐑚𐑮𐑼𐑦	ˈlaɪbrəri	r_gap:spelling=2,ipa=1; shave_says:𐑤𐑲𐑚𐑮𐑼𐑦
merry-go-round	𐑥𐑧𐑮𐑦𐑜𐑴𐑮𐑬𐑯𐑛	meriɡoʊraʊnd	RRP	30	𐑥𐑧𐑮𐑦-𐑜𐑴-𐑮𐑬𐑯𐑛	ˈmeri-ɡəʊ-raʊnd	r_gap:spelling=3,ipa=2; shave_says:𐑥𐑧𐑮𐑦-𐑜𐑴-𐑮𐑬𐑯𐑛
overrate	𐑴𐑝𐑼𐑱𐑑	əʊvəreɪt	RRP	30	𐑴𐑝𐑼𐑮𐑱𐑑	ˌəʊvəRˈreɪt	r_gap:spelling=2,ipa=1; shave_says:𐑴𐑝𐑼𐑮𐑱𐑑
overreach	𐑴𐑝𐑼𐑰𐑗	əʊvəriːtʃ	RRP	30	𐑴𐑝𐑼𐑮𐑰𐑗	ˌəʊvəRˈriːtʃ	r_gap:spelling=2,ipa=1; shave_says:𐑴𐑝𐑼𐑮𐑰𐑗
override	𐑴𐑝𐑼𐑲𐑛	əʊvəraɪd	RRP	30	𐑴𐑝𐑼𐑮𐑲𐑛	ˌəʊvəRˈraɪd	r_gap:spelling=2,ipa=1; shave_says:𐑴𐑝𐑼𐑮𐑲𐑛
overrule	𐑴𐑝𐑼𐑵𐑤	əʊvəruːl	RRP	30	𐑴𐑝𐑼𐑮𐑵𐑤	ˌəʊvəRˈruːl	r_gap:spelling=2,ipa=1; shave_says:𐑴𐑝𐑼𐑮𐑵𐑤
overrun	𐑴𐑝𐑼𐑳𐑯	əʊvərʌn	RRP	30	𐑴𐑝𐑼𐑮𐑳𐑯	ˌəʊvəRˈrʌn	r_gap:spelling=2,ipa=1; shave_says:𐑴𐑝𐑼𐑮𐑳𐑯
overwrought	𐑴𐑝𐑼𐑷𐑑	əʊvərɔːt	RRP	30	𐑴𐑝𐑼𐑮𐑷𐑑	ˌəʊvəRˈrɔːt	r_gap:spelling=2,ipa=1; shave_says:𐑴𐑝𐑼𐑮𐑷𐑑
potpourri	𐑐𐑴𐑐𐑼𐑰	pəʊpəriː	RRP	30	𐑐𐑴𐑐𐑫𐑼𐑰	ˌpəʊˈpʊəriː	r_gap:spelling=2,ipa=1; shave_says:𐑐𐑴𐑐𐑫𐑼𐑰
pyorrhoea	𐑐𐑳𐑽𐑾	pʌɪərɪə	RRP	30	𐑐𐑲𐑼𐑾	ˌpaɪəˈrɪə	r_gap:spelling=2,ipa=1; shave_says:𐑐𐑲𐑼𐑾
quarryman	𐑒𐑢𐑷𐑮𐑦𐑥𐑩𐑯	kwɔrimən	RRP	30	𐑒𐑢𐑪𐑮𐑦𐑥𐑩𐑯	ˈkwɒrɪmən	r_gap:spelling=2,ipa=1; shave_says:𐑒𐑢𐑪𐑮𐑦𐑥𐑩𐑯
rentier	𐑮𐑪𐑯𐑑𐑦𐑱	rɒntɪeɪ	RRP	30	𐑮𐑭𐑯𐑑𐑦𐑱	ˈrɑːntieɪ	r_gap:spelling=2,ipa=1; shave_says:𐑮𐑭𐑯𐑑𐑦𐑱
repertoire	𐑮𐑧𐑐𐑼𐑑𐑢𐑭	repəRtwɑː	RRP	30	𐑮𐑧𐑐𐑼𐑑𐑢𐑸	ˈrepəRtwɑːR	r_gap:spelling=3,ipa=2; shave_says:𐑮𐑧𐑐𐑼𐑑𐑢𐑸
requirement	𐑮𐑦𐑒𐑢𐑳𐑾𐑥𐑯𐑑	rɪkwʌɪəmnt	RRP	30	𐑮𐑦𐑒𐑢𐑲𐑼𐑥𐑩𐑯𐑑	rɪˈkwaɪəRmənt	r_gap:spelling=2,ipa=1; shave_says:𐑮𐑦𐑒𐑢𐑲𐑼𐑥𐑩𐑯𐑑
reservoir	𐑮𐑧𐑟𐑼𐑝𐑢𐑭	rezəRvwɑː	RRP	30	𐑮𐑧𐑟𐑼𐑝𐑢𐑸	ˈrezəRvwɑːR	r_gap:spelling=3,ipa=2; shave_says:𐑮𐑧𐑟𐑼𐑝𐑢𐑸
retiree	𐑮𐑩𐑑𐑲𐑩𐑰	rətaɪəiː	RRP	30	𐑮𐑦𐑑𐑲𐑼𐑰	rɪˌtaɪəˈriː	r_gap:spelling=2,ipa=1; shave_says:𐑮𐑦𐑑𐑲𐑼𐑰
retirement	𐑮𐑩𐑑𐑲𐑩𐑥𐑩𐑯𐑑	rətaɪəmənt	RRP	30	𐑮𐑦𐑑𐑲𐑼𐑥𐑩𐑯𐑑	rɪˈtaɪəRmənt	r_gap:spelling=2,ipa=1; shave_says:𐑮𐑦𐑑𐑲𐑼𐑥𐑩𐑯𐑑
savoir-faire	𐑕𐑨𐑝𐑢𐑭𐑓𐑺	sævwɑːfeəR	RRP	30	𐑕𐑨𐑝𐑢𐑸-𐑓𐑺	ˌsævwɑːR-ˈfeəR	r_gap:spelling=2,ipa=1; shave_says:𐑕𐑨𐑝𐑢𐑸-𐑓𐑺
scurrilous	𐑕𐑒𐑳𐑮𐑩𐑤𐑩𐑕	skʌrələs	RRP	30	𐑕𐑒𐑳𐑮𐑦𐑤𐑩𐑕	ˈskʌrɪləs	r_gap:spelling=2,ipa=1; shave_says:𐑕𐑒𐑳𐑮𐑦𐑤𐑩𐑕
strawberry	𐑕𐑑𐑮𐑷𐑚𐑮𐑦	strɔːbri	RRP	30	𐑕𐑑𐑮𐑷𐑚𐑼𐑦	ˈstrɔːbəri	r_gap:spelling=3,ipa=2; shave_says:𐑕𐑑𐑮𐑷𐑚𐑼𐑦
subterranean	𐑕𐑳𐑚𐑑𐑼𐑱𐑯𐑦𐑩𐑯	sʌbtəreɪniən	RRP	30	𐑕𐑳𐑚𐑑𐑼𐑱𐑯𐑾𐑯	ˌsʌbtəˈreɪnɪən	r_gap:spelling=2,ipa=1; shave_says:𐑕𐑳𐑚𐑑𐑼𐑱𐑯𐑾𐑯
superiority	𐑕𐑫𐑫𐑐𐑾𐑦𐑪𐑮𐑦𐑑𐑦	sʊupɪəiɒrɪti	RRP	30	𐑕𐑵𐑐𐑽𐑦𐑪𐑮𐑦𐑑𐑦	suːˌpɪərɪˈɒrɪti	r_gap:spelling=2,ipa=1; shave_says:𐑕𐑵𐑐𐑽𐑦𐑪𐑮𐑦𐑑𐑦
surreal	𐑕𐑼𐑰𐑤	səriːl	RRP	30	𐑕𐑼𐑾𐑤	səˈrɪəl	r_gap:spelling=2,ipa=1; shave_says:𐑕𐑼𐑾𐑤
surrealism	𐑕𐑼𐑰𐑤𐑦𐑟𐑩𐑥	səriːlɪzəm	RRP	30	𐑕𐑼𐑾𐑤𐑦𐑟𐑩𐑥	səˈrɪəlɪzəm	r_gap:spelling=2,ipa=1; shave_says:𐑕𐑼𐑾𐑤𐑦𐑟𐑩𐑥
surrealistic	𐑕𐑼𐑰𐑤𐑦𐑕𐑑𐑦𐑒	səriːlɪstɪk	RRP	30	𐑕𐑼𐑾𐑤𐑦𐑕𐑑𐑦𐑒	sərɪəˈlɪstɪk	r_gap:spelling=2,ipa=1; shave_says:𐑕𐑼𐑾𐑤𐑦𐑕𐑑𐑦𐑒
surreptitious	𐑕𐑳𐑮𐑦𐑐𐑑𐑦𐑖𐑩𐑕	sʌrɪptɪʃəs	RRP	30	𐑕𐑳𐑮𐑩𐑐𐑑𐑦𐑖𐑩𐑕	ˌsʌrəpˈtɪʃəs	r_gap:spelling=2,ipa=1; shave_says:𐑕𐑳𐑮𐑩𐑐𐑑𐑦𐑖𐑩𐑕
surrogate	𐑕𐑳𐑮𐑩𐑜𐑦𐑑	sʌrəɡɪt	RRP	30	𐑕𐑳𐑮𐑩𐑜𐑩𐑑	ˈsʌrəɡət	r_gap:spelling=2,ipa=1; shave_says:𐑕𐑳𐑮𐑩𐑜𐑩𐑑
terrestrial	𐑑𐑼𐑧𐑕𐑑𐑮𐑦𐑩𐑤	tərestriəl	RRP	30	𐑑𐑦𐑮𐑧𐑕𐑑𐑮𐑾𐑤	tɪˈrestrɪəl	r_gap:spelling=3,ipa=2; shave_says:𐑑𐑦𐑮𐑧𐑕𐑑𐑮𐑾𐑤
terribly	𐑑𐑧𐑮𐑦𐑚𐑤𐑦	terɪbli	RRP	30	𐑑𐑧𐑮𐑩𐑚𐑤𐑦	ˈterəbli	r_gap:spelling=2,ipa=1; shave_says:[𐑑𐑧𐑮𐑦𐑚𐑤𐑦 / 𐑑𐑧𐑮𐑩𐑚𐑤𐑦]
territorial	𐑑𐑧𐑮𐑦𐑑𐑹𐑦𐑩𐑤	terɪtɔːriəl	RRP	30	𐑑𐑧𐑮𐑦𐑑𐑹𐑾𐑤	ˌterɪˈtɔːrɪəl	r_gap:spelling=3,ipa=2; shave_says:𐑑𐑧𐑮𐑦𐑑𐑹𐑾𐑤
territory	𐑑𐑧𐑮𐑦𐑑𐑮𐑦	terɪtri	RRP	30	𐑑𐑧𐑮𐑦𐑑𐑼𐑦	ˈterɪtəri	r_gap:spelling=3,ipa=2; shave_says:𐑑𐑧𐑮𐑦𐑑𐑼𐑦
torrential	𐑑𐑼𐑧𐑯𐑗𐑩𐑤	tərentʃəl	RRP	30	𐑑𐑼𐑧𐑯𐑖𐑩𐑤	təˈrenʃəl	r_gap:spelling=2,ipa=1; shave_says:𐑑𐑼𐑧𐑯𐑖𐑩𐑤
turret	𐑑𐑳𐑮𐑦𐑑	tʌrɪt	RRP	30	𐑑𐑳𐑮𐑩𐑑	ˈtʌrIt	r_gap:spelling=2,ipa=1; shave_says:𐑑𐑳𐑮𐑩𐑑
undercurrent	𐑳𐑯𐑛𐑼𐑒𐑳𐑮𐑯𐑑	ʌndəRkʌrnt	RRP	30	𐑳𐑯𐑛𐑼𐑒𐑳𐑮𐑩𐑯𐑑	ˈʌndəRkʌrənt	r_gap:spelling=3,ipa=2; shave_says:𐑳𐑯𐑛𐑼𐑒𐑳𐑮𐑩𐑯𐑑
underwrite	𐑳𐑯𐑛𐑼𐑲𐑑	ʌndəraɪt	RRP	30	𐑳𐑯𐑛𐑼𐑮𐑲𐑑	ˌʌndəRˈraɪt	r_gap:spelling=2,ipa=1; shave_says:𐑳𐑯𐑛𐑼𐑮𐑲𐑑
verruca	𐑝𐑧𐑮𐑵𐑒𐑩	veruːkə	RRP	30	𐑝𐑼𐑵𐑒𐑩	vəˈruːkə	r_gap:spelling=2,ipa=1; shave_says:𐑝𐑼𐑵𐑒𐑩
abbess	𐑨𐑚𐑦𐑕	ˈæbɪs	RRP	89	𐑨𐑚𐑧𐑕	ˈæbes	shave_says:𐑨𐑚𐑧𐑕
abdication	𐑨𐑚𐑛𐑩𐑒𐑱𐑖𐑩𐑯	ˌæbdəˈkeɪʃən	RRP	89	𐑨𐑚𐑛𐑦𐑒𐑱𐑖𐑩𐑯	ˌæbdɪˈkeɪʃən	shave_says:𐑨𐑚𐑛𐑦𐑒𐑱𐑖𐑩𐑯
